YEAR,MO,DY,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,WS2M,CLRSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,CLRSKY_SFC_PAR_TOT,WS10M_MAX,WS10M_MIN,ALLSKY_KT,T2M_RANGE,WS10M,TS
2017,6,11,2.63,4.66,0.46,7.11,15.74,20.84,11.59,87.22,28.7,77.87,3.3,1.44,0.6,0.48,9.25,1.08,16.15
2017,6,12,2.49,4.2,0.51,7.04,14.17,17.6,11.81,90.89,17.44,77.8,3.24,1.72,0.81,0.43,5.79,1.18,14.36
2017,6,13,2.65,4.43,0.66,7.04,15.07,19.65,12.28,88.9,4.79,77.81,3.24,2.68,0.75,0.46,7.37,1.5,15.29
2017,6,14,2.56,4.26,0.73,7.11,14.51,19.04,10.88,85.63,1.03,77.93,3.27,2.98,0.96,0.44,8.16,1.7,14.77
2017,6,15,2.14,3.77,0.75,6.82,15.05,20.1,10.44,86.84,2.85,77.95,3.09,2.73,1.0,0.39,9.66,1.77,15.36
2017,6,16,2.66,5.15,0.69,7.08,15.48,20.58,11.14,85.08,2.84,77.88,3.24,2.77,0.86,0.53,9.44,1.62,15.9
2017,6,17,2.19,3.75,0.31,6.92,14.88,17.77,12.96,92.64,4.33,77.77,3.16,1.1,0.12,0.39,4.81,0.67,15.05
2017,6,18,2.42,4.36,0.36,6.79,15.03,17.41,13.11,93.41,8.89,77.76,3.15,1.12,0.39,0.45,4.3,0.82,15.16
2017,6,19,2.26,4.28,0.6,6.88,14.94,19.24,12.1,89.4,9.9,77.78,3.15,2.51,0.64,0.44,7.14,1.37,15.23
2017,6,20,2.53,4.44,0.69,7.05,14.39,18.02,11.94,91.39,5.2,77.78,3.25,2.88,0.9,0.46,6.08,1.61,14.52
2017,6,21,2.42,4.33,0.9,6.96,14.07,17.99,10.98,87.41,2.7,77.84,3.18,3.56,1.27,0.45,7.01,2.09,14.36
2017,6,22,2.5,4.56,0.62,6.99,14.63,20.51,9.15,83.88,4.22,77.84,3.18,2.2,0.86,0.47,11.36,1.49,15.0
2017,6,23,1.99,3.99,0.57,6.41,15.47,20.8,11.23,85.76,3.34,77.75,2.91,2.17,0.74,0.41,9.57,1.36,15.73
2017,6,24,2.38,4.79,0.75,6.83,15.19,19.61,12.49,88.14,0.86,77.8,3.11,2.54,1.0,0.49,7.12,1.75,15.39
2017,6,25,2.26,4.26,0.82,6.72,14.63,18.9,11.38,85.15,2.18,77.92,3.07,3.09,1.03,0.44,7.52,1.91,14.91
2017,6,26,2.2,3.93,0.6,6.76,14.76,20.0,9.82,85.55,2.64,77.85,3.08,2.48,0.63,0.4,10.18,1.33,15.12
2017,6,27,2.48,4.21,0.45,7.01,15.25,19.94,12.1,88.65,5.64,77.8,3.24,1.72,0.44,0.43,7.84,1.0,15.47
2017,6,28,2.61,4.58,0.61,7.01,15.22,19.63,12.35,89.67,2.96,77.81,3.23,2.4,0.97,0.47,7.28,1.46,15.44
2017,6,29,2.45,4.88,0.78,7.04,15.09,20.35,11.14,87.14,2.14,77.82,3.23,2.49,1.0,0.5,9.21,1.75,15.48
2017,6,30,2.3,4.59,1.11,6.9,13.85,18.47,10.16,85.89,1.65,77.91,3.15,4.19,1.34,0.47,8.31,2.53,14.16
2017,7,1,2.9,5.59,1.2,7.1,13.76,18.76,9.24,83.55,0.86,77.96,3.25,4.25,1.78,0.57,9.52,2.77,14.1
2017,7,2,2.59,4.92,1.16,7.03,13.29,16.89,10.44,85.71,0.62,77.99,3.23,4.25,1.65,0.51,6.45,2.74,13.5
2017,7,3,2.37,4.49,1.09,6.83,13.99,19.2,9.92,84.54,0.65,77.94,3.08,4.02,1.32,0.46,9.28,2.52,14.37
2017,7,4,2.5,5.12,0.83,6.84,14.69,20.1,10.32,83.87,0.07,77.88,3.13,3.37,1.03,0.53,9.78,1.97,15.07
2017,7,5,2.59,5.37,0.96,6.94,14.75,20.0,10.23,83.97,0.21,77.91,3.15,4.07,1.15,0.55,9.77,2.23,15.14
2017,7,6,2.84,5.35,1.09,7.07,14.29,18.06,11.48,86.21,0.69,77.93,3.24,4.23,1.69,0.55,6.58,2.62,14.41
2017,7,7,2.47,4.89,1.0,7.04,14.4,19.3,9.63,82.94,0.03,77.95,3.21,4.18,1.19,0.5,9.67,2.37,14.68
2017,7,8,2.51,4.97,0.84,7.03,15.12,20.11,10.93,85.5,0.87,77.88,3.2,3.53,1.01,0.51,9.18,1.98,15.36
2017,7,9,2.57,4.95,0.86,7.08,14.66,19.0,11.17,85.74,0.57,77.88,3.24,3.06,1.14,0.51,7.83,2.02,14.86
2017,7,10,2.08,3.97,0.77,6.92,14.51,18.76,11.61,87.43,7.17,77.84,3.14,2.91,0.98,0.41,7.15,1.84,14.7
2017,7,11,1.93,3.75,0.98,6.73,14.2,18.87,11.18,86.82,1.71,77.88,3.07,4.07,1.3,0.38,7.69,2.32,14.46
2017,7,12,2.18,4.21,1.12,6.9,14.67,20.12,10.46,83.48,0.15,77.93,3.15,3.78,1.51,0.43,9.66,2.55,15.05
2017,7,13,2.65,5.29,0.86,7.06,14.37,19.58,9.74,82.06,0.88,77.97,3.23,3.15,1.03,0.54,9.84,1.96,14.8
2017,7,14,2.59,5.27,0.62,7.05,15.18,20.95,10.41,84.99,4.42,77.94,3.21,2.3,0.93,0.54,10.54,1.41,15.65
2017,7,15,2.31,4.62,0.55,7.05,15.19,20.02,11.99,86.51,4.26,77.9,3.24,1.92,0.37,0.47,8.03,1.14,15.57
2017,7,16,2.6,5.38,0.34,7.11,15.67,20.59,12.05,84.92,4.24,77.85,3.26,1.49,0.06,0.55,8.54,0.73,15.96
2017,7,17,2.36,4.92,0.68,6.9,15.9,20.71,12.63,87.76,7.47,77.82,3.16,2.65,0.98,0.5,8.08,1.56,16.29
2017,7,18,2.42,4.78,0.82,7.02,15.09,17.88,13.31,90.48,1.92,77.87,3.23,2.96,0.84,0.49,4.57,1.84,15.14
2017,7,19,2.35,4.88,1.14,6.97,13.79,18.06,11.03,85.83,5.73,77.96,3.16,3.98,1.41,0.5,7.03,2.53,14.12
2017,7,20,1.9,4.34,0.87,6.58,14.21,19.92,9.38,84.33,0.98,77.9,2.95,3.16,1.24,0.44,10.54,2.0,14.62
2017,7,21,2.51,5.33,0.9,7.02,14.58,19.78,10.16,81.83,0.23,77.88,3.17,3.08,1.35,0.54,9.62,2.13,14.99
2017,7,22,2.31,4.65,0.95,7.02,14.69,19.7,10.86,83.39,0.78,77.92,3.2,3.38,1.43,0.47,8.84,2.25,15.05
2017,7,23,2.32,5.2,0.94,6.99,15.15,20.25,10.54,82.74,0.31,77.89,3.16,3.56,1.31,0.53,9.71,2.17,15.55
2017,7,24,2.32,5.12,0.97,6.84,15.56,20.39,11.22,82.83,0.69,77.86,3.07,3.76,1.02,0.52,9.17,2.23,15.9
2017,7,25,2.2,4.52,1.16,7.08,15.24,19.03,12.45,84.37,0.46,77.9,3.22,4.53,1.51,0.46,6.58,2.69,15.42
2017,7,26,2.29,4.91,1.0,7.16,14.57,19.63,9.95,83.14,0.39,77.86,3.21,4.19,1.39,0.5,9.68,2.36,14.88
2017,7,27,2.13,4.6,0.88,6.96,15.22,20.58,10.49,82.1,0.3,77.81,3.14,3.27,1.15,0.46,10.09,2.02,15.51
2017,7,28,2.14,4.5,0.9,7.01,14.92,20.25,10.52,83.33,1.15,77.82,3.17,3.42,0.93,0.45,9.73,2.06,15.26
2017,7,29,2.21,4.58,0.92,7.12,14.48,19.14,10.58,85.44,0.76,77.87,3.24,3.45,1.46,0.46,8.56,2.13,14.81
2017,7,30,1.9,3.99,0.96,7.03,14.06,18.51,10.37,83.89,1.17,77.96,3.18,3.31,1.15,0.4,8.14,2.19,14.38
2017,7,31,2.15,4.6,0.79,7.25,14.19,19.36,9.7,80.94,0.6,78.02,3.29,2.99,1.22,0.46,9.66,1.91,14.52
2017,8,1,2.41,5.29,0.59,7.2,14.58,20.08,9.38,81.3,0.0,77.97,3.25,2.35,0.59,0.53,10.7,1.41,15.02
2017,8,2,2.57,5.63,0.51,7.16,15.77,21.25,10.9,83.65,0.24,77.88,3.25,1.51,0.75,0.56,10.35,1.22,16.23
2017,8,3,2.58,5.85,0.87,6.99,15.84,21.03,11.31,83.53,0.41,77.92,3.16,3.38,1.02,0.59,9.72,2.01,16.18
2017,8,4,1.7,3.52,1.03,6.99,15.3,19.83,12.1,86.47,3.54,77.93,3.17,3.85,1.24,0.35,7.73,2.39,15.54
2017,8,5,2.29,4.98,0.88,7.06,15.12,21.07,9.74,81.41,0.31,77.92,3.2,3.32,1.26,0.5,11.33,2.09,15.51
2017,8,6,2.5,5.55,0.89,7.18,15.5,20.73,11.56,82.6,0.95,77.88,3.23,3.59,0.98,0.55,9.17,2.1,15.83
2017,8,7,2.52,5.29,0.74,7.24,15.64,21.2,10.35,84.02,1.7,77.83,3.29,2.84,0.76,0.53,10.85,1.68,15.98
2017,8,8,2.33,4.93,0.61,7.05,16.02,20.89,11.73,83.32,2.04,77.83,3.2,2.16,0.87,0.49,9.16,1.43,16.36
2017,8,9,2.17,4.26,0.7,7.2,15.5,19.6,12.73,87.25,2.35,77.89,3.27,2.65,0.91,0.42,6.87,1.63,15.75
2017,8,10,2.45,5.02,0.46,7.2,15.78,21.48,10.7,83.74,9.01,77.91,3.27,1.75,0.74,0.5,10.78,1.09,16.2
2017,8,11,2.12,4.05,0.57,7.27,15.43,20.15,13.16,90.28,10.16,77.86,3.33,1.87,0.85,0.4,6.99,1.3,15.64
2017,8,12,2.19,4.05,0.45,7.25,15.64,19.89,13.22,88.36,2.84,77.84,3.33,1.48,0.71,0.4,6.67,1.09,15.93
2017,8,13,2.64,5.47,0.61,7.39,15.78,20.32,11.56,83.05,0.27,77.88,3.36,2.59,0.71,0.54,8.76,1.44,16.11
2017,8,14,3.09,6.81,0.68,7.49,15.87,22.09,10.88,77.6,0.15,77.81,3.4,2.7,0.98,0.67,11.21,1.6,16.06
2017,8,15,2.29,4.76,0.64,7.22,15.34,20.82,10.9,85.12,7.83,77.8,3.26,2.13,0.98,0.47,9.92,1.43,15.4
2017,8,16,2.47,4.9,0.45,7.17,15.51,20.06,12.01,86.87,4.81,77.8,3.28,1.35,0.67,0.48,8.05,1.03,15.73
2017,8,17,2.79,5.58,0.47,7.38,15.91,20.46,12.48,87.52,20.2,77.77,3.39,1.57,0.72,0.55,7.98,1.1,16.23
2017,8,18,2.83,5.47,0.39,7.37,16.34,21.02,13.37,88.14,18.6,77.72,3.38,1.37,0.27,0.54,7.65,0.81,16.75
2017,8,19,2.63,4.79,0.48,7.32,15.73,20.07,12.92,88.13,25.08,77.69,3.36,2.02,0.08,0.47,7.15,0.97,15.92
2017,8,20,2.42,4.62,0.64,7.08,14.68,19.11,12.07,87.17,7.27,77.8,3.22,2.84,0.32,0.45,7.04,1.45,14.88
2017,8,21,2.67,5.1,1.02,7.3,15.2,20.4,11.17,82.89,1.18,77.91,3.31,4.03,1.53,0.5,9.23,2.4,15.55
2017,8,22,2.91,5.63,1.02,7.43,14.17,20.01,9.43,80.8,0.37,77.92,3.34,3.63,1.42,0.55,10.58,2.34,14.62
2017,8,23,3.07,5.87,0.68,7.43,14.73,21.13,9.18,83.16,0.28,77.76,3.4,2.55,0.97,0.58,11.95,1.58,15.13
2017,8,24,1.82,3.79,0.63,7.16,15.38,20.43,11.04,84.79,1.71,77.75,3.26,2.63,0.8,0.37,9.39,1.47,15.84
2017,8,25,2.35,4.9,0.69,7.42,15.3,19.86,12.08,85.06,0.2,77.82,3.38,2.85,0.85,0.48,7.78,1.63,15.6
2017,8,26,2.49,5.31,0.6,7.41,15.43,20.3,11.49,82.52,2.09,77.81,3.39,2.16,0.91,0.52,8.81,1.48,15.81
2017,8,27,2.51,5.01,0.61,7.46,15.38,20.38,11.44,86.76,9.16,77.76,3.41,2.48,0.91,0.49,8.94,1.41,15.78
2017,8,28,2.14,4.31,0.6,7.32,15.24,20.12,11.79,85.97,4.04,77.82,3.35,2.52,0.84,0.42,8.33,1.42,15.62
2017,8,29,1.88,3.92,0.72,7.18,14.48,18.71,11.72,89.06,5.81,77.88,3.26,2.61,0.8,0.38,6.99,1.65,14.69
2017,8,30,2.36,4.62,0.79,7.5,15.1,20.87,9.69,80.16,0.76,77.91,3.43,3.24,0.92,0.45,11.18,1.82,15.42
2017,8,31,2.37,4.88,1.04,7.45,15.04,19.29,11.35,82.87,0.13,77.94,3.36,4.11,1.5,0.48,7.94,2.5,15.15
2017,9,1,3.19,7.05,0.93,7.64,15.1,21.38,9.35,80.13,0.05,77.98,3.47,3.47,1.32,0.69,12.03,2.19,15.46
2017,9,2,2.18,4.59,0.83,7.31,14.6,19.88,9.72,81.92,0.01,78.0,3.32,3.18,1.1,0.45,10.16,1.95,14.99
2017,9,3,2.25,4.95,0.86,7.42,14.96,20.23,10.52,82.99,0.0,77.97,3.35,3.46,1.08,0.48,9.71,2.01,15.25
2017,9,4,2.95,6.4,0.67,7.51,15.78,21.71,10.58,81.38,0.28,77.91,3.4,2.48,0.84,0.62,11.13,1.65,16.15
2017,9,5,2.58,5.67,0.57,7.54,15.46,20.55,10.99,84.29,1.41,77.85,3.43,2.3,0.85,0.55,9.56,1.33,15.83
2017,9,6,2.69,5.68,0.81,7.49,15.5,21.42,11.0,82.01,0.77,77.83,3.45,2.86,0.88,0.55,10.42,1.88,15.97
2017,9,7,2.61,5.25,0.48,7.5,15.68,21.17,11.58,86.05,7.18,77.81,3.42,1.55,0.52,0.51,9.59,1.01,16.18
2017,9,8,1.58,3.09,0.71,7.38,14.37,16.87,12.33,92.46,7.48,77.7,3.37,2.95,0.3,0.3,4.54,1.5,14.48
2017,9,9,1.72,3.29,0.53,7.41,14.58,18.93,12.03,89.72,6.39,77.74,3.37,1.87,0.64,0.32,6.9,1.16,14.74
2017,9,10,2.22,4.56,0.53,7.44,15.69,21.18,11.86,81.98,3.17,77.83,3.38,2.2,0.38,0.44,9.32,1.23,15.87
2017,9,11,2.72,6.08,0.51,7.43,16.28,21.56,11.78,82.09,1.06,77.86,3.36,2.09,0.49,0.59,9.78,1.19,16.63
2017,9,12,2.26,4.51,0.61,7.47,15.91,21.63,11.45,85.74,3.85,77.87,3.38,2.01,1.04,0.44,10.18,1.38,16.34
2017,9,13,2.26,4.36,0.69,7.36,15.68,20.55,11.62,83.98,3.35,77.89,3.35,2.87,0.69,0.42,8.93,1.57,16.02
2017,9,14,2.56,5.62,0.74,7.3,15.59,20.95,11.03,84.56,6.77,77.91,3.3,2.92,0.84,0.55,9.92,1.65,15.86
2017,9,15,2.51,4.98,0.69,7.35,15.53,21.04,10.81,84.31,2.88,77.85,3.36,2.8,0.79,0.48,10.23,1.57,15.9
2017,9,16,2.37,4.99,0.81,7.34,15.64,20.36,12.06,82.07,0.75,77.84,3.32,3.23,0.91,0.48,8.3,1.93,15.88
2017,9,17,2.05,3.93,0.87,7.45,14.66,19.5,11.0,83.9,4.2,77.84,3.39,3.48,0.94,0.38,8.5,2.02,14.9
2017,9,18,2.74,5.6,0.7,7.44,14.84,20.33,10.71,86.01,2.7,77.83,3.38,2.76,0.89,0.54,9.62,1.65,15.22
2017,9,19,2.86,6.0,0.61,7.45,16.01,21.82,11.74,82.88,0.83,77.87,3.39,2.41,0.84,0.58,10.08,1.41,16.36
2017,9,20,2.34,5.0,0.48,7.15,15.88,20.48,12.49,86.69,2.29,77.87,3.25,1.65,0.76,0.49,7.99,1.16,16.17
2017,9,21,2.39,5.32,0.59,7.01,15.56,20.16,12.33,89.94,1.61,77.79,3.14,2.0,0.95,0.52,7.83,1.39,15.77
2017,9,22,2.29,5.04,0.58,6.85,16.5,21.1,13.32,86.34,2.01,77.73,3.07,2.49,0.55,0.49,7.78,1.36,16.8
2017,9,23,2.23,4.22,0.79,7.2,14.87,17.56,12.83,90.49,9.5,77.78,3.25,3.35,0.8,0.41,4.73,1.81,14.93
2017,9,24,2.66,5.13,0.82,7.39,14.49,18.84,11.4,87.55,2.25,77.83,3.36,2.79,1.22,0.5,7.44,1.91,14.7
2017,9,25,2.49,5.08,0.73,7.34,14.86,20.38,10.93,83.09,1.68,77.83,3.32,2.92,1.05,0.49,9.45,1.76,15.23
2017,9,26,2.25,4.71,0.59,7.31,15.32,21.11,10.51,80.59,0.12,77.76,3.32,2.11,0.82,0.46,10.6,1.41,15.69
2017,9,27,2.95,6.44,0.53,7.48,15.68,20.69,11.97,85.27,0.5,77.7,3.43,1.56,0.98,0.63,8.72,1.24,16.12
2017,9,28,1.98,3.82,0.58,7.44,14.97,19.05,11.76,90.64,9.13,77.69,3.4,1.91,0.71,0.37,7.29,1.28,15.14
2017,9,29,2.39,4.93,0.62,7.38,15.03,19.32,12.28,89.59,8.3,77.72,3.38,1.95,0.95,0.48,7.04,1.43,15.26
2017,9,30,1.53,2.83,0.76,7.29,14.05,18.37,11.21,88.26,12.41,77.76,3.31,2.96,0.74,0.28,7.16,1.73,14.29
2017,10,1,2.05,4.61,0.51,7.19,14.88,20.14,9.84,84.25,2.05,77.65,3.26,1.81,0.48,0.45,10.3,1.03,14.9
2017,10,2,2.3,4.78,0.38,7.42,15.13,19.53,12.95,90.83,12.71,77.67,3.38,1.83,0.12,0.47,6.58,0.85,15.35
2017,10,3,2.14,4.38,0.51,7.42,14.97,18.87,12.64,91.02,7.74,77.67,3.38,1.79,0.16,0.43,6.23,1.1,15.22
2017,10,4,1.93,3.55,0.71,7.37,14.23,18.34,11.65,90.58,8.85,77.73,3.38,2.67,0.91,0.35,6.69,1.62,14.44
2017,10,5,2.05,3.77,0.63,7.43,14.07,18.55,10.54,88.5,7.22,77.8,3.4,2.4,0.83,0.37,8.01,1.37,14.45
2017,10,6,2.32,4.76,0.38,7.36,14.81,19.61,11.26,86.36,4.96,77.9,3.35,1.75,0.47,0.47,8.35,0.93,15.21
2017,10,7,1.83,3.45,0.66,7.35,14.87,19.01,11.88,87.36,7.54,77.93,3.35,2.76,0.93,0.34,7.13,1.59,14.99
2017,10,8,2.2,5.09,0.52,7.12,15.37,21.44,10.04,81.95,4.68,77.82,3.22,1.77,0.68,0.5,11.4,1.24,15.65
2017,10,9,1.76,3.39,0.68,7.2,15.22,20.15,11.74,88.17,15.05,77.71,3.27,2.38,0.47,0.33,8.41,1.49,15.41
2017,10,10,2.59,5.16,0.57,7.39,15.64,20.27,12.51,86.26,4.77,77.66,3.37,1.98,0.72,0.51,7.76,1.35,15.98
2017,10,11,2.23,3.76,0.41,7.54,15.09,19.08,12.56,87.98,3.9,77.69,3.47,1.26,0.33,0.37,6.52,0.94,15.13
2017,10,12,2.17,5.09,0.53,7.36,15.74,20.68,11.83,85.26,0.4,77.68,3.34,1.78,0.73,0.5,8.85,1.27,15.93
2017,10,13,2.04,3.86,0.62,7.36,15.62,20.73,11.26,85.16,1.18,77.72,3.37,2.07,0.89,0.38,9.47,1.36,15.81
2017,10,14,1.88,4.11,0.55,7.19,16.13,21.55,12.02,84.31,2.38,77.72,3.27,1.75,0.75,0.41,9.53,1.22,16.42
2017,10,15,1.84,4.01,0.78,7.17,15.96,20.2,12.83,86.15,2.12,77.74,3.25,2.77,1.0,0.4,7.37,1.79,16.23
2017,10,16,2.13,4.36,0.89,7.22,15.44,19.95,11.15,83.58,0.41,77.81,3.27,3.5,1.36,0.43,8.8,2.15,15.69
2017,10,17,2.39,5.12,0.92,7.29,15.92,21.13,11.49,83.29,0.07,77.8,3.32,3.78,1.31,0.51,9.64,2.25,16.15
2017,10,18,2.35,4.93,0.91,7.09,15.84,21.15,11.53,82.91,0.37,77.81,3.21,3.67,0.99,0.49,9.62,2.14,16.13
2017,10,19,2.22,4.46,0.65,7.25,16.04,21.91,11.01,82.6,0.41,77.71,3.29,2.85,0.78,0.44,10.9,1.57,16.45
2017,10,20,2.21,4.92,0.49,7.11,16.09,20.54,12.76,87.27,1.63,77.62,3.24,1.72,0.75,0.49,7.78,1.16,16.37
2017,10,21,1.97,4.02,0.53,7.14,15.45,18.27,13.04,92.77,21.28,77.67,3.27,1.89,0.77,0.4,5.23,1.22,15.53
2017,10,22,2.28,4.09,0.58,7.22,14.68,17.4,12.51,92.23,21.7,77.79,3.33,2.26,0.81,0.41,4.89,1.34,14.73
2017,10,23,1.95,3.79,0.7,6.96,14.4,18.69,11.06,87.38,20.43,77.79,3.16,2.84,0.83,0.38,7.63,1.58,14.71
2017,10,24,1.43,2.52,0.48,7.16,13.67,17.52,10.73,89.55,3.29,77.78,3.32,1.84,0.68,0.25,6.79,1.16,13.86
2017,10,25,2.15,4.34,0.59,6.95,14.51,18.79,11.4,89.3,6.85,77.76,3.15,2.3,0.83,0.44,7.39,1.35,14.62
2017,10,26,1.38,2.42,0.45,6.89,14.98,19.09,11.75,89.5,8.57,77.73,3.13,1.62,0.26,0.24,7.34,0.92,14.84
2017,10,27,2.12,4.9,0.53,6.96,15.18,19.5,12.05,89.66,11.47,77.69,3.12,1.99,0.12,0.49,7.45,1.08,15.07
2017,10,28,1.91,2.93,0.83,7.1,15.06,19.69,12.2,90.32,24.44,77.76,3.25,2.59,0.91,0.3,7.49,1.74,15.43
2017,10,29,2.18,3.45,0.73,7.2,14.33,19.29,11.02,87.65,6.39,77.8,3.31,2.22,0.62,0.35,8.27,1.48,14.81
2017,10,30,1.85,3.59,0.33,7.01,14.56,19.35,11.53,88.94,3.71,77.8,3.19,1.09,0.24,0.36,7.82,0.73,14.8
2017,10,31,1.88,4.03,0.45,6.93,15.47,19.8,12.5,89.66,3.78,77.75,3.15,1.36,0.62,0.41,7.3,0.95,15.48
2017,11,1,2.61,5.31,0.37,7.2,15.8,20.57,12.32,88.95,2.45,77.7,3.29,1.11,0.08,0.54,8.25,0.81,15.92
2017,11,2,2.48,4.97,0.45,7.19,15.32,17.62,13.21,95.95,18.85,77.68,3.29,1.55,0.62,0.51,4.41,1.0,15.28
2017,11,3,2.29,4.63,0.68,7.13,14.72,17.16,13.1,93.51,28.86,77.69,3.26,2.24,0.99,0.47,4.06,1.56,14.84
2017,11,4,2.45,3.94,0.49,7.31,14.46,18.07,12.17,91.02,14.76,77.72,3.37,1.96,0.64,0.4,5.9,1.08,14.67
2017,11,5,2.5,4.63,0.45,7.21,15.0,18.3,12.59,92.12,0.55,77.71,3.3,1.36,0.62,0.47,5.71,0.95,15.06
2017,11,6,2.84,5.58,0.27,7.18,15.55,20.06,12.56,87.96,0.7,77.72,3.27,0.88,0.34,0.57,7.5,0.6,15.78
2017,11,7,2.75,4.9,0.56,7.11,15.44,19.53,12.93,91.02,2.43,77.61,3.28,1.77,0.24,0.5,6.6,1.07,15.51
2017,11,8,2.72,4.71,0.63,7.15,14.56,17.37,12.4,94.23,6.45,77.58,3.3,1.92,1.18,0.48,4.97,1.47,14.68
2017,11,9,2.52,4.3,0.6,7.14,15.87,21.06,11.92,89.43,7.33,77.56,3.3,2.06,1.0,0.44,9.14,1.34,16.32
2017,11,10,2.36,4.0,0.53,7.12,15.49,20.2,12.6,90.38,18.26,77.58,3.27,1.63,0.94,0.41,7.6,1.22,15.9
2017,11,11,2.61,4.43,0.33,7.08,15.94,20.68,13.25,89.6,18.04,77.55,3.26,1.31,0.23,0.46,7.43,0.85,16.16
2017,11,12,2.66,4.98,0.45,7.01,15.15,17.6,13.43,94.65,2.91,77.58,3.22,1.37,0.7,0.52,4.17,1.07,15.12
2017,11,13,2.23,3.61,0.81,6.95,14.8,18.37,12.45,93.24,2.4,77.61,3.21,2.97,1.12,0.37,5.92,1.8,14.87
2017,11,14,2.56,4.36,0.73,6.91,14.37,18.97,11.66,90.95,20.05,77.67,3.18,2.42,0.97,0.45,7.31,1.65,14.71
2017,11,15,2.54,4.01,0.76,7.19,14.04,19.11,11.04,89.8,29.91,77.75,3.32,2.86,0.81,0.42,8.07,1.67,14.47
2017,11,16,2.79,4.63,0.97,7.19,14.22,18.99,10.1,88.3,2.15,77.77,3.33,2.88,1.17,0.48,8.89,2.01,14.69
2017,11,17,2.65,4.48,0.99,7.15,14.27,18.66,11.46,88.67,1.17,77.76,3.3,3.25,1.32,0.47,7.2,2.13,14.72
2017,11,18,2.49,4.31,0.52,6.98,15.14,19.8,11.64,90.27,9.21,77.63,3.22,1.56,0.83,0.45,8.16,1.13,15.58
2017,11,19,2.32,3.53,0.68,6.94,15.03,18.86,12.64,93.01,18.48,77.57,3.19,2.07,0.93,0.37,6.22,1.39,15.22
2017,11,20,2.54,4.16,0.54,6.83,15.4,19.94,12.58,91.04,16.78,77.62,3.14,1.46,0.79,0.44,7.36,1.07,15.6
2017,11,21,2.8,4.65,0.61,7.08,15.46,19.75,12.38,91.19,16.86,77.65,3.27,1.94,0.71,0.49,7.37,1.34,15.68
2017,11,22,2.71,5.36,0.42,6.95,15.79,21.16,11.99,87.96,6.42,77.7,3.17,1.69,0.27,0.56,9.17,0.88,16.23
2017,11,23,2.46,4.56,0.48,6.87,15.47,18.57,13.53,92.24,5.23,77.65,3.17,1.33,0.18,0.48,5.04,0.93,15.49
2017,11,24,2.34,4.11,0.54,6.89,15.05,18.46,12.94,92.17,7.01,77.68,3.17,1.63,0.81,0.43,5.52,1.18,15.18
2017,11,25,2.59,4.88,0.3,6.74,15.69,19.73,12.81,89.03,4.3,77.73,3.11,1.01,0.21,0.52,6.92,0.73,15.82
2017,11,26,2.4,4.61,0.41,6.68,15.72,19.7,13.37,91.4,3.04,77.67,3.05,1.24,0.56,0.49,6.33,0.93,15.79
2017,11,27,1.82,3.08,0.49,6.61,14.82,17.73,12.65,94.32,7.44,77.66,3.03,1.6,0.78,0.33,5.08,1.15,14.8
2017,11,28,2.51,4.6,0.46,6.83,15.8,20.55,13.23,90.0,4.76,77.7,3.14,1.54,0.38,0.49,7.32,1.06,15.86
2017,11,29,2.49,4.55,0.35,6.82,15.01,17.11,13.31,94.59,3.84,77.7,3.14,1.28,0.09,0.48,3.8,0.8,14.87
2017,11,30,2.69,4.98,0.41,6.87,15.08,18.64,12.26,91.46,3.77,77.64,3.16,1.43,0.38,0.53,6.38,1.03,15.28
2017,12,1,2.21,4.0,0.66,6.83,15.36,18.97,12.66,92.38,11.16,77.6,3.14,1.64,1.15,0.42,6.31,1.34,15.55
2017,12,2,2.36,4.38,0.31,6.78,15.44,18.77,13.16,89.28,21.31,77.61,3.1,1.28,0.11,0.47,5.61,0.68,15.42
2017,12,3,2.18,4.1,0.49,6.8,15.78,20.38,12.98,89.34,12.0,77.56,3.11,1.84,0.45,0.44,7.4,1.06,15.7
2017,12,4,2.07,3.91,0.56,6.68,15.56,20.19,13.1,90.14,9.21,77.62,3.07,2.06,0.84,0.42,7.09,1.3,15.69
2017,12,5,2.59,5.33,0.63,6.87,15.87,20.56,12.58,86.81,1.87,77.7,3.14,2.44,0.83,0.57,7.98,1.41,15.83
2017,12,6,2.77,5.85,0.64,6.96,15.82,21.02,11.91,82.95,0.01,77.71,3.16,2.27,0.98,0.62,9.11,1.4,15.88
2017,12,7,2.37,4.91,0.31,6.73,15.76,21.17,11.76,86.41,1.27,77.67,3.07,1.13,0.34,0.52,9.41,0.72,16.03
2017,12,8,2.31,4.45,0.47,6.71,15.12,18.54,13.27,92.12,10.87,77.71,3.1,1.61,0.59,0.48,5.27,1.03,15.24
2017,12,9,2.5,4.6,0.34,6.78,16.03,20.82,13.07,89.48,7.12,77.74,3.14,1.52,0.07,0.49,7.75,0.62,16.2
2017,12,10,2.05,3.72,0.64,6.84,15.87,20.7,12.95,90.27,6.14,77.73,3.14,2.27,0.66,0.4,7.75,1.31,16.1
2017,12,11,2.06,3.53,0.9,6.73,14.82,17.32,13.29,95.3,9.67,77.74,3.12,3.31,1.28,0.38,4.03,2.05,14.86
