YEAR,MO,DY,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,WS2M,CLRSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,CLRSKY_SFC_PAR_TOT,WS10M_MAX,WS10M_MIN,ALLSKY_KT,T2M_RANGE,WS10M,TS,WSC
2020,3,25,2.56,6.63,0.88,7.05,17.17,24.02,11.65,80.07,0.04,89.57,3.13,3.28,0.69,0.7,12.37,1.81,17.62,1.47
2020,3,26,2.59,6.81,0.92,7.06,17.74,24.27,12.31,80.7,0.05,89.55,3.13,3.45,0.66,0.73,11.96,1.93,18.13,1.56
2020,3,27,2.34,6.17,1.11,6.73,18.31,23.95,13.97,84.93,0.04,89.55,2.97,3.41,1.35,0.66,9.98,2.28,18.57,1.87
2020,3,28,1.94,5.13,0.93,6.35,19.48,25.15,14.37,85.8,0.12,89.68,2.88,2.69,0.96,0.55,10.78,1.88,19.65,1.43
2020,3,29,1.63,3.69,0.52,6.34,19.78,22.78,17.07,90.92,9.05,89.78,2.91,2.28,0.21,0.4,5.71,1.13,19.56,0.89
2020,3,30,1.91,4.26,0.67,6.39,19.96,24.03,16.89,91.15,11.99,89.62,2.94,2.44,0.69,0.47,7.14,1.58,20.06,1.32
2020,3,31,2.09,5.04,0.75,6.54,20.55,26.1,16.34,87.25,7.42,89.47,2.99,2.5,0.95,0.55,9.76,1.68,20.62,1.45
2020,4,1,1.94,5.19,0.98,6.08,20.46,26.65,16.35,85.43,1.78,89.54,2.72,3.03,0.8,0.57,10.3,1.98,20.65,1.61
2020,4,2,2.04,5.06,1.12,6.42,20.8,26.47,16.76,87.15,1.98,89.46,2.92,3.72,1.82,0.56,9.71,2.53,20.88,2.1
2020,4,3,1.76,4.06,1.38,6.39,20.76,25.87,17.2,88.26,3.72,89.04,2.95,5.82,1.67,0.45,8.67,3.12,20.75,2.58
2020,4,4,2.72,6.76,0.88,6.77,18.53,25.12,12.71,77.17,0.06,89.25,3.0,2.91,0.59,0.76,12.41,1.89,18.36,1.43
2020,4,5,2.44,6.34,0.87,6.53,19.06,25.77,12.64,80.33,0.16,89.53,2.89,2.63,0.7,0.72,13.13,1.89,19.01,1.61
2020,4,6,2.08,5.25,1.0,6.34,20.64,26.75,14.65,80.8,0.3,89.55,2.85,3.28,0.87,0.6,12.1,2.04,20.07,1.56
2020,4,7,1.57,3.31,0.78,6.1,20.73,25.5,16.71,83.31,2.83,89.45,2.8,2.73,0.66,0.38,8.79,1.7,20.0,1.31
2020,4,8,1.59,3.89,0.99,5.79,19.37,25.37,15.14,86.37,3.63,89.44,2.57,3.27,0.51,0.45,10.23,2.24,19.68,1.73
2020,4,9,1.95,4.9,0.88,6.37,17.69,24.25,13.15,83.84,0.2,89.41,2.82,2.79,0.31,0.57,11.1,1.93,17.97,1.53
2020,4,10,1.86,5.09,0.85,6.22,17.56,24.05,12.09,80.72,0.25,89.41,2.76,2.5,0.86,0.59,11.96,1.78,17.6,1.37
2020,4,11,1.65,4.12,0.86,6.04,18.01,24.17,12.89,85.13,1.58,89.47,2.72,2.81,0.97,0.48,11.28,1.96,18.14,1.62
2020,4,12,1.82,5.07,0.99,6.16,17.91,24.24,13.35,85.39,1.01,89.63,2.76,3.12,0.95,0.6,10.89,2.09,18.23,1.63
2020,4,13,1.83,4.97,0.8,6.04,17.81,23.78,13.05,85.52,0.48,89.61,2.7,2.45,0.54,0.59,10.73,1.74,17.99,1.41
2020,4,14,1.28,2.72,1.34,6.1,18.58,24.03,14.34,88.57,1.2,89.34,2.77,4.58,1.88,0.32,9.69,3.02,18.77,2.42
2020,4,15,1.95,4.76,0.96,5.85,19.37,23.69,16.57,90.16,1.53,89.45,2.65,3.66,1.42,0.57,7.12,2.28,19.46,1.97
2020,4,16,1.46,3.3,0.78,5.76,19.33,23.6,16.87,90.11,2.8,89.8,2.61,3.22,1.02,0.4,6.73,1.81,19.06,1.43
2020,4,17,1.73,4.06,0.71,5.88,18.83,24.64,15.52,88.28,4.52,89.9,2.65,3.03,0.49,0.49,9.12,1.55,18.94,1.19
2020,4,18,1.78,4.23,0.95,5.87,17.17,22.13,13.75,86.51,0.11,89.97,2.62,2.65,1.15,0.52,8.38,2.02,17.39,1.55
2020,4,19,1.78,4.26,0.75,5.76,18.12,23.46,14.09,83.73,0.02,89.92,2.6,2.63,0.28,0.52,9.37,1.57,18.39,1.31
2020,4,20,1.96,5.11,0.59,5.86,18.19,23.54,14.41,83.05,0.03,89.82,2.64,2.12,0.36,0.63,9.13,1.3,18.39,1.14
2020,4,21,1.98,5.53,0.69,5.92,17.88,23.55,13.18,83.43,0.01,89.68,2.64,2.13,0.44,0.69,10.37,1.53,17.89,1.28
2020,4,22,1.8,5.05,0.78,5.87,17.68,23.3,12.78,82.25,0.09,89.61,2.57,2.21,0.96,0.63,10.52,1.78,17.56,1.51
2020,4,23,1.73,4.9,0.75,5.77,18.05,24.36,13.04,83.19,0.05,89.61,2.53,2.71,0.81,0.62,11.32,1.73,18.2,1.56
2020,4,24,1.84,5.29,0.88,5.69,18.09,24.71,13.37,84.12,0.02,89.78,2.55,2.79,0.55,0.67,11.34,1.81,18.29,1.56
2020,4,25,1.92,5.53,0.84,5.8,17.2,24.3,12.19,80.97,0.01,89.92,2.58,2.41,1.18,0.71,12.11,1.84,17.27,1.56
2020,4,26,1.88,5.87,0.6,5.91,17.14,24.58,10.2,78.28,0.02,89.99,2.59,2.25,0.52,0.75,14.38,1.48,16.78,1.27
2020,4,27,1.81,5.65,1.04,5.69,16.44,23.23,11.8,84.04,0.05,90.08,2.5,3.13,1.89,0.73,11.43,2.27,16.68,2.0
2020,4,28,1.81,5.65,0.99,5.71,15.45,21.85,11.27,82.96,0.06,90.05,2.55,2.71,1.64,0.73,10.58,2.24,15.5,1.88
2020,4,29,1.7,5.59,0.96,5.74,15.81,22.11,9.21,79.76,0.06,89.94,2.54,2.63,1.36,0.73,12.9,2.05,15.07,1.47
2020,4,30,1.74,5.3,0.9,5.56,17.33,23.18,11.15,76.1,0.01,89.83,2.49,2.65,1.04,0.7,12.03,1.67,15.88,1.09
2020,5,1,1.69,5.26,0.46,5.47,18.78,24.78,13.79,73.37,0.04,89.83,2.45,2.05,0.21,0.7,10.99,0.86,17.25,0.58
2020,5,2,1.61,4.45,1.05,5.27,17.56,23.97,12.13,83.32,0.73,89.62,2.37,4.46,1.51,0.59,11.84,2.47,17.41,1.94
2020,5,3,1.55,4.29,1.03,5.3,15.92,21.33,12.42,84.14,0.27,89.65,2.34,2.9,1.41,0.58,8.91,2.3,16.17,1.85
2020,5,4,1.6,4.58,0.97,5.42,16.2,21.98,11.57,82.84,0.01,89.58,2.39,3.01,0.52,0.62,10.41,1.96,15.77,1.45
2020,5,5,1.61,4.26,1.21,5.31,17.12,23.32,11.61,83.87,0.01,89.47,2.32,5.16,1.59,0.58,11.71,2.71,16.86,2.11
2020,5,6,1.57,4.19,0.97,5.15,18.11,23.32,13.8,80.64,0.22,89.45,2.29,4.06,0.78,0.57,9.52,2.08,17.65,1.57
2020,5,7,1.17,2.85,1.04,5.14,15.3,19.47,11.86,87.25,1.21,89.65,2.31,3.47,0.7,0.39,7.61,2.38,15.57,1.77
2020,5,8,1.65,5.14,0.9,5.45,14.27,20.6,9.98,81.91,0.21,89.99,2.4,2.92,0.2,0.71,10.62,1.97,14.61,1.64
2020,5,9,1.64,5.47,1.06,5.49,13.58,20.57,8.96,83.44,0.01,90.1,2.39,2.65,1.68,0.76,11.61,2.23,13.79,1.84
2020,5,10,1.71,5.43,0.88,5.44,13.82,20.63,8.32,78.57,0.01,90.01,2.38,2.72,0.76,0.76,12.31,1.94,13.35,1.56
2020,5,11,1.7,5.4,0.98,5.44,14.49,21.13,8.76,79.06,0.03,89.96,2.38,3.15,1.18,0.76,12.37,2.12,13.64,1.57
2020,5,12,1.72,5.34,0.98,5.42,15.07,22.06,8.33,79.73,0.75,89.78,2.36,3.13,1.06,0.75,13.73,2.01,13.73,1.37
2020,5,13,1.4,3.61,1.2,5.17,16.16,22.56,9.64,86.53,0.03,89.57,2.3,5.08,1.74,0.51,12.92,2.74,15.74,2.19
2020,5,14,1.01,2.25,1.05,4.62,17.24,20.55,14.83,93.75,4.33,89.53,2.09,5.34,1.01,0.32,5.72,2.42,17.01,2.02
2020,5,15,1.0,2.32,0.93,4.71,16.74,21.79,13.86,89.58,4.49,89.71,2.11,2.75,1.02,0.33,7.93,1.98,16.85,1.63
2020,5,16,1.24,3.38,0.69,4.79,17.19,22.96,12.83,84.7,0.51,89.61,2.13,1.94,0.64,0.49,10.13,1.52,16.98,1.29
2020,5,17,1.46,4.64,0.69,5.01,16.8,22.62,12.27,79.58,0.36,89.76,2.18,1.97,0.55,0.67,10.35,1.41,15.85,0.99
2020,5,18,1.54,4.91,0.89,5.02,15.94,23.43,10.35,83.54,0.09,89.96,2.21,2.69,1.11,0.72,13.08,1.94,15.76,1.62
2020,5,19,1.52,4.79,1.21,4.95,16.34,22.93,11.79,86.15,0.04,90.13,2.2,3.43,2.07,0.7,11.14,2.58,16.53,2.24
2020,5,20,1.41,4.59,1.1,4.93,16.23,22.41,11.65,82.33,0.02,90.12,2.2,2.98,1.7,0.67,10.76,2.4,16.38,2.07
2020,5,21,1.35,4.45,0.9,4.86,16.22,22.28,11.36,80.66,0.02,89.98,2.17,2.76,1.08,0.66,10.92,1.93,15.74,1.48
2020,5,22,1.21,3.36,1.18,4.82,16.65,22.78,11.29,85.52,0.06,89.79,2.14,4.78,1.59,0.5,11.49,2.84,16.75,2.47
2020,5,23,0.88,2.1,1.64,4.56,18.68,23.81,14.77,89.21,0.96,89.57,2.08,5.78,2.1,0.31,9.04,3.5,18.74,2.74
2020,5,24,0.51,1.22,1.12,4.36,13.97,17.19,10.73,92.35,11.21,89.64,1.95,3.18,1.09,0.18,6.46,2.19,14.14,1.53
2020,5,25,1.39,4.73,1.19,5.01,11.61,18.55,6.86,81.4,0.15,89.39,2.15,4.88,1.08,0.71,11.69,2.64,11.71,2.14
2020,5,26,1.41,5.05,1.36,5.05,10.32,17.99,4.74,74.66,0.05,89.36,2.17,4.14,2.05,0.76,13.25,2.87,9.64,2.19
2020,5,27,1.03,4.77,1.04,4.99,10.53,19.76,2.93,74.81,1.87,89.56,2.17,2.71,1.47,0.72,16.83,2.28,9.73,1.79
2020,5,28,1.46,5.04,0.72,5.07,11.51,20.26,4.0,75.5,0.0,89.83,2.18,2.49,0.53,0.77,16.26,1.61,10.77,1.29
2020,5,29,1.46,4.93,0.96,5.01,12.93,21.75,6.68,78.13,0.04,89.91,2.15,2.55,1.63,0.75,15.07,2.03,12.14,1.55
2020,5,30,1.48,4.97,0.81,4.99,13.08,21.1,6.8,80.3,0.02,89.85,2.15,2.5,1.36,0.76,14.3,1.88,12.41,1.44
2020,5,31,1.43,4.89,1.0,4.91,13.85,21.16,8.01,79.33,0.1,89.74,2.12,2.68,1.41,0.75,13.15,1.9,12.4,1.26
2020,6,1,1.17,4.61,0.94,4.75,14.53,21.75,7.64,71.76,0.02,89.67,2.1,2.58,1.14,0.71,14.11,1.72,12.46,1.12
2020,6,2,1.21,4.41,1.02,4.61,15.41,22.62,7.93,76.74,0.12,89.65,2.07,3.53,0.92,0.68,14.69,2.14,14.09,1.48
2020,6,3,1.02,3.67,0.7,4.39,16.8,22.83,11.21,80.85,0.11,89.82,1.98,2.13,0.72,0.57,11.62,1.59,16.39,1.2
2020,6,4,0.87,2.66,0.76,4.23,17.98,23.87,13.16,83.85,0.38,89.97,1.91,2.45,0.79,0.41,10.71,1.66,17.92,1.38
2020,6,5,0.63,1.84,0.53,4.14,17.71,23.68,13.7,86.63,0.29,90.03,1.86,1.83,0.66,0.29,9.98,1.31,17.72,1.12
2020,6,6,0.95,2.86,0.92,4.3,17.48,24.17,12.72,84.06,4.48,89.87,1.94,3.14,1.3,0.45,11.45,2.09,17.28,1.69
2020,6,7,0.63,1.99,0.88,4.24,17.72,23.32,13.49,89.05,6.24,89.88,1.9,2.63,1.44,0.31,9.83,2.07,17.7,1.74
2020,6,8,0.99,3.75,1.02,4.48,18.15,24.45,14.12,82.13,0.31,89.79,2.0,3.37,1.06,0.59,10.33,2.08,17.36,1.51
2020,6,9,1.02,3.7,0.96,4.42,17.79,24.32,12.48,81.9,0.18,89.67,2.01,2.96,1.48,0.58,11.84,2.13,17.18,1.59
2020,6,10,0.89,2.91,0.91,4.24,17.65,23.98,13.18,82.47,0.87,89.68,1.92,3.86,0.88,0.46,10.8,2.17,17.03,1.72
2020,6,11,1.12,4.11,1.11,4.46,18.1,25.09,12.46,78.27,0.32,89.72,2.01,4.26,1.71,0.65,12.63,2.47,17.37,1.9
2020,6,12,1.15,4.08,0.78,4.38,19.23,25.75,13.56,69.01,0.03,89.69,1.95,2.49,0.5,0.65,12.19,1.52,17.61,1.02
2020,6,13,1.17,4.14,0.75,4.52,18.81,25.44,12.68,76.66,0.01,89.85,2.03,2.34,0.78,0.66,12.76,1.67,18.0,1.19
2020,6,14,1.15,3.67,1.48,4.41,17.54,24.42,13.03,81.37,0.21,90.11,1.98,3.91,1.99,0.58,11.39,3.18,17.61,2.52
2020,6,15,1.12,4.02,1.42,4.39,15.99,22.56,12.01,82.7,0.21,90.32,1.93,3.88,2.2,0.64,10.55,2.96,16.22,2.39
2020,6,16,0.92,3.63,1.24,4.22,15.94,22.5,12.0,84.11,0.21,90.37,1.83,3.37,2.06,0.58,10.5,2.56,16.2,2.17
2020,6,17,0.95,3.85,1.35,4.39,15.06,22.31,10.2,82.59,0.08,90.22,1.92,3.67,2.25,0.61,12.11,2.79,15.29,2.33
2020,6,18,0.99,4.11,1.1,4.66,14.27,21.53,9.59,80.0,0.04,90.04,2.03,3.08,1.72,0.66,11.94,2.4,14.1,1.78
2020,6,19,1.11,4.29,0.68,4.58,15.77,22.85,8.77,73.71,0.05,90.02,2.0,2.47,0.35,0.68,14.08,1.52,14.44,1.15
2020,6,20,1.11,4.39,0.94,4.47,17.67,24.88,10.15,77.08,0.69,90.02,1.97,3.27,0.93,0.7,14.73,1.92,16.52,1.38
2020,6,21,1.18,4.36,0.95,4.55,17.95,24.35,13.19,77.92,0.03,90.01,2.02,3.04,1.2,0.7,11.16,2.04,17.12,1.58
2020,6,22,1.26,4.65,0.59,4.68,17.51,24.49,11.14,64.02,0.02,89.95,2.05,2.23,0.4,0.74,13.35,1.04,15.42,0.67
2020,6,23,1.25,3.85,0.81,4.59,16.02,23.27,9.54,72.56,0.02,89.77,2.01,2.6,0.5,0.61,13.73,1.86,15.28,1.53
2020,6,24,1.04,4.27,1.03,4.6,15.47,23.09,8.94,78.65,0.13,89.66,1.99,3.59,1.6,0.68,14.15,2.36,15.16,1.9
2020,6,25,1.03,4.11,1.18,4.55,15.91,23.64,9.37,80.73,0.05,89.68,2.01,5.03,1.94,0.65,14.27,2.88,15.9,2.45
2020,6,26,0.85,3.07,0.65,4.25,17.42,23.8,12.01,81.58,0.44,89.65,1.92,2.73,0.23,0.49,11.79,1.64,17.44,1.48
2020,6,27,0.5,1.54,1.5,4.3,16.2,22.85,12.46,84.01,1.98,89.47,1.94,6.64,1.78,0.25,10.39,3.19,16.37,2.45
2020,6,28,1.02,3.54,1.06,4.6,14.43,21.97,9.41,81.68,0.19,89.81,2.03,3.78,1.32,0.56,12.56,2.32,14.92,1.76
2020,6,29,1.15,3.84,1.31,4.44,14.77,20.02,11.3,84.63,0.16,89.92,1.95,3.52,1.83,0.61,8.72,2.77,14.98,2.26
2020,6,30,0.97,3.06,1.77,4.45,15.92,20.99,12.08,82.44,0.05,89.52,1.98,6.55,2.01,0.49,8.91,4.07,16.02,3.19
2020,7,1,0.67,1.83,1.97,4.39,15.03,20.71,9.36,83.04,0.2,89.17,1.97,7.04,2.14,0.29,11.35,4.31,14.76,3.27
2020,7,2,1.31,4.68,0.9,4.71,13.86,21.23,7.74,56.77,0.01,89.41,2.04,3.9,0.3,0.74,13.49,1.71,11.86,1.16
2020,7,3,1.24,4.49,0.86,4.67,14.92,22.1,9.34,62.96,0.0,89.58,2.03,3.65,0.16,0.71,12.76,1.73,13.7,1.25
2020,7,4,1.24,4.63,0.91,4.67,15.62,23.98,8.59,75.14,0.0,89.75,2.03,2.64,0.26,0.73,15.39,1.97,15.22,1.59
2020,7,5,1.02,3.53,1.15,4.47,16.69,23.97,11.73,77.74,0.03,89.84,1.96,3.53,1.57,0.55,12.24,2.46,16.32,1.9
2020,7,6,1.24,4.23,0.83,4.54,17.09,26.09,10.07,73.11,0.1,89.75,2.02,2.76,0.82,0.66,16.02,1.91,16.71,1.53
2020,7,7,1.33,4.61,1.16,4.61,16.61,25.68,10.96,68.22,0.06,89.65,2.05,3.6,2.17,0.72,14.72,2.71,16.44,2.51
2020,7,8,1.33,4.47,1.45,4.74,16.18,24.01,9.89,70.33,0.01,89.51,2.09,5.87,2.3,0.7,14.12,3.3,15.68,2.63
2020,7,9,1.08,3.12,1.01,4.46,16.85,24.14,10.68,75.57,1.93,89.78,1.99,3.28,0.93,0.48,13.46,2.13,16.01,1.57
2020,7,10,1.1,3.8,0.96,4.23,16.71,24.37,10.93,78.41,0.12,89.89,1.82,2.82,0.81,0.59,13.44,2.12,16.68,1.79
2020,7,11,1.2,3.95,1.06,4.44,17.19,24.16,12.15,77.86,0.0,89.84,1.95,3.3,1.57,0.61,12.01,2.28,17.07,1.7
2020,7,12,1.27,4.12,1.16,4.69,16.52,24.37,10.24,77.32,0.0,89.66,2.08,4.69,1.82,0.63,14.13,2.78,16.63,2.31
2020,7,13,1.25,4.18,0.76,4.7,18.57,26.91,10.92,70.61,0.0,89.71,2.1,2.71,1.13,0.64,15.99,1.87,18.35,1.53
2020,7,14,0.84,2.45,0.93,4.52,19.12,26.29,14.18,72.01,0.2,89.77,2.03,2.93,1.12,0.37,12.11,2.09,19.3,1.72
2020,7,15,1.18,3.76,0.93,4.64,17.15,24.55,12.03,78.75,0.19,89.93,2.06,3.4,0.52,0.57,12.52,1.95,17.66,1.54
2020,7,16,1.11,3.71,0.87,4.41,16.34,24.59,10.15,77.21,0.04,90.02,1.94,2.71,0.21,0.56,14.44,1.74,16.83,1.5
2020,7,17,1.23,4.09,0.74,4.61,17.15,24.8,11.35,75.79,0.06,90.0,2.07,2.56,0.8,0.62,13.45,1.66,17.38,1.37
2020,7,18,1.26,4.17,1.25,4.68,16.6,24.93,11.42,76.46,0.02,90.04,2.08,2.89,1.97,0.63,13.51,2.53,17.03,2.08
2020,7,19,1.38,4.67,1.03,4.95,15.72,23.86,9.86,70.42,0.08,90.03,2.16,3.1,0.87,0.7,14.0,2.08,15.21,1.58
2020,7,20,1.43,5.03,0.95,5.03,16.1,24.58,8.27,69.81,0.02,89.99,2.18,3.26,0.39,0.75,16.31,2.07,15.34,1.64
2020,7,21,0.91,4.74,1.02,4.9,17.35,25.29,9.03,66.12,0.03,89.83,2.16,3.34,0.69,0.7,16.26,1.99,15.88,1.35
2020,7,22,1.42,4.97,0.64,4.97,18.56,26.16,12.43,59.38,0.0,89.76,2.2,2.69,0.16,0.73,13.73,1.25,16.78,0.92
2020,7,23,1.43,4.99,0.8,4.99,17.3,25.93,10.21,66.24,0.04,89.83,2.19,2.68,0.7,0.73,15.72,1.85,16.79,1.56
2020,7,24,1.46,5.06,1.05,5.06,16.3,25.17,9.02,66.31,0.01,89.86,2.22,3.04,1.59,0.74,16.15,2.29,15.81,1.84
2020,7,25,1.47,4.85,1.19,5.0,16.99,24.82,10.15,72.24,0.01,90.02,2.2,4.57,0.74,0.71,14.67,2.58,16.39,1.99
2020,7,26,1.52,4.82,1.23,5.02,17.08,25.75,10.82,71.89,0.0,90.04,2.22,3.54,1.87,0.7,14.93,2.73,17.24,2.43
2020,7,27,1.51,4.81,1.09,5.0,17.91,25.82,11.61,72.28,0.07,89.96,2.22,3.06,1.15,0.69,14.21,2.31,17.59,1.84
2020,7,28,1.61,4.91,1.23,5.22,17.36,25.6,10.84,68.93,0.0,89.81,2.27,4.74,1.93,0.71,14.76,2.88,17.5,2.41
2020,7,29,1.32,3.86,0.79,4.98,18.72,26.52,13.16,69.26,0.83,89.84,2.24,3.09,0.07,0.55,13.36,1.64,19.01,1.38
2020,7,30,1.03,3.27,1.51,4.88,15.55,21.32,12.15,80.54,1.31,90.1,2.17,3.97,1.85,0.46,9.17,3.07,16.12,2.06
2020,7,31,1.35,4.66,1.41,5.05,16.01,23.17,11.27,74.76,0.48,90.26,2.24,4.02,1.4,0.66,11.9,2.75,16.64,2.04
2020,8,1,1.29,4.29,1.06,5.03,15.76,23.1,10.62,75.97,0.01,90.22,2.22,3.66,1.22,0.6,12.48,2.21,16.31,1.78
2020,8,2,1.36,5.24,1.13,5.28,15.31,24.36,9.59,71.15,0.01,90.3,2.31,3.08,1.5,0.73,14.77,2.34,15.97,2.02
2020,8,3,1.51,5.31,0.84,5.37,14.59,24.74,7.83,68.64,0.06,90.4,2.35,2.92,0.54,0.74,16.91,1.74,15.13,1.51
2020,8,4,1.47,5.27,0.95,5.45,14.73,25.06,7.71,68.96,0.02,90.43,2.37,2.75,1.36,0.73,17.35,2.04,15.24,1.83
2020,8,5,1.49,5.51,1.23,5.52,14.39,24.7,8.28,68.93,0.04,90.36,2.39,2.91,2.32,0.76,16.42,2.6,14.86,2.22
2020,8,6,1.54,5.55,1.0,5.55,14.64,25.32,7.56,66.69,0.82,90.29,2.4,2.86,1.21,0.76,17.76,2.14,14.87,1.87
2020,8,7,1.67,5.56,0.74,5.56,15.25,24.74,7.06,65.19,0.0,90.26,2.41,2.62,0.17,0.76,17.68,1.7,15.07,1.37
2020,8,8,1.6,5.12,0.65,5.54,16.26,25.44,8.23,65.71,0.05,90.25,2.41,2.41,0.57,0.69,17.21,1.65,16.45,1.48
2020,8,9,1.18,3.83,0.86,5.45,16.59,24.3,9.42,66.42,0.03,90.1,2.38,2.77,0.27,0.52,14.88,1.91,16.68,1.56
2020,8,10,1.35,5.13,1.02,5.51,17.02,25.37,8.98,61.96,0.02,89.81,2.42,3.08,1.3,0.69,16.39,2.17,16.76,1.73
2020,8,11,1.52,4.95,0.92,5.57,18.1,25.0,9.47,59.06,1.31,89.71,2.46,3.12,0.11,0.66,15.53,1.77,16.69,1.17
2020,8,12,1.67,5.33,1.09,5.45,18.59,26.57,10.81,62.25,0.1,89.6,2.41,3.05,0.67,0.71,15.76,2.26,18.13,1.69
2020,8,13,1.68,4.77,1.31,5.38,19.21,27.46,13.46,69.38,0.38,89.56,2.38,3.78,1.98,0.63,14.0,2.84,19.39,2.2
2020,8,14,1.72,5.12,0.88,5.38,20.02,28.6,12.22,63.95,0.0,89.49,2.43,3.46,0.87,0.67,16.38,2.1,20.22,1.76
2020,8,15,1.75,5.02,1.24,5.45,19.65,27.33,13.48,64.09,0.0,89.38,2.49,4.9,0.9,0.65,13.85,2.78,19.74,2.2
2020,8,16,1.2,2.83,0.89,5.38,18.8,25.76,13.89,69.83,0.16,89.46,2.41,3.09,0.41,0.37,11.87,2.02,19.0,1.82
2020,8,17,0.53,1.25,0.9,4.86,19.46,26.24,14.89,73.21,1.64,89.54,2.12,2.92,0.33,0.16,11.35,1.94,19.39,1.52
2020,8,18,1.27,3.38,1.06,5.35,20.21,28.15,13.66,66.33,0.15,89.49,2.39,3.02,0.65,0.43,14.49,2.27,20.16,1.84
2020,8,19,1.82,5.42,1.78,5.68,21.07,29.56,15.07,66.45,0.11,89.41,2.55,6.33,1.74,0.69,14.49,3.9,21.22,2.97
2020,8,20,1.23,3.16,1.21,5.28,20.3,29.08,13.99,68.01,7.01,89.58,2.34,4.63,0.89,0.4,15.09,2.51,20.69,1.77
2020,8,21,0.29,0.57,1.58,5.39,13.03,17.3,8.91,82.48,7.9,89.84,2.4,3.89,2.49,0.07,8.39,3.23,13.48,2.1
2020,8,22,1.31,3.14,1.73,5.72,11.0,15.6,8.66,82.56,3.94,89.97,2.54,4.38,2.6,0.39,6.94,3.51,11.41,2.4
2020,8,23,1.94,5.81,1.52,6.04,13.1,21.17,8.43,73.2,0.13,89.98,2.66,3.9,2.44,0.72,12.74,3.05,13.92,2.18
2020,8,24,2.12,6.19,1.52,6.21,13.42,22.16,8.07,69.79,0.08,89.9,2.71,3.69,2.58,0.76,14.09,3.02,14.28,2.18
2020,8,25,2.2,6.27,1.53,6.32,12.67,22.69,7.15,70.09,0.11,89.79,2.74,3.62,2.55,0.77,15.54,3.09,13.48,2.29
2020,8,26,2.13,6.13,1.35,6.29,13.76,24.73,5.65,69.71,0.04,89.75,2.73,3.11,2.37,0.75,19.08,2.76,14.49,2.14
2020,8,27,2.26,6.25,1.25,6.27,16.51,27.06,8.84,70.47,0.04,89.81,2.74,3.32,1.97,0.76,18.22,2.61,17.01,2.1
2020,8,28,2.25,6.24,1.14,6.25,18.6,28.46,11.53,66.94,0.0,89.74,2.74,3.12,1.59,0.75,16.93,2.33,18.92,1.87
2020,8,29,2.23,6.28,1.04,6.29,19.28,28.49,11.26,65.33,0.0,89.63,2.78,3.29,1.37,0.75,17.23,2.2,19.25,1.76
2020,8,30,2.14,6.31,1.04,6.33,20.23,28.98,11.64,60.53,0.0,89.72,2.79,3.62,0.4,0.75,17.34,2.18,19.81,1.7
2020,8,31,1.95,6.1,1.36,6.26,20.96,30.55,13.16,59.61,0.05,89.96,2.76,4.1,1.37,0.72,17.39,2.69,21.02,1.95
2020,9,1,1.69,5.26,1.56,5.97,20.14,28.87,14.18,70.29,0.06,90.1,2.6,3.98,2.35,0.62,14.69,3.07,20.99,2.26
2020,9,2,1.81,5.78,1.37,6.21,19.48,28.02,13.85,68.67,0.04,89.92,2.74,3.53,1.94,0.68,14.17,2.72,20.34,2.15
2020,9,3,2.11,6.22,1.39,6.42,19.38,27.91,13.11,64.29,0.01,89.75,2.82,3.91,1.89,0.72,14.8,2.85,19.71,2.06
2020,9,4,2.81,6.27,0.8,6.44,20.81,31.25,11.15,54.35,0.06,89.83,2.86,2.92,0.15,0.72,20.1,1.84,21.02,1.51
2020,9,5,2.12,6.37,1.14,6.51,20.9,31.41,12.69,51.0,0.09,89.88,2.87,3.18,1.84,0.73,18.72,2.44,21.26,2.05
2020,9,6,2.19,6.27,0.88,6.62,20.99,30.75,11.74,50.71,0.0,89.67,2.89,2.72,0.24,0.72,19.01,1.89,20.86,1.5
2020,9,7,2.22,6.49,0.61,6.56,22.85,32.3,15.79,41.68,0.0,89.44,2.86,2.38,0.25,0.74,16.51,1.13,21.67,0.8
2020,9,8,2.25,6.3,0.97,6.37,21.77,31.58,13.57,53.92,0.0,89.53,2.8,2.74,0.53,0.71,18.01,2.11,22.07,1.77
2020,9,9,2.12,5.87,1.0,6.21,22.64,32.63,13.9,59.64,0.07,89.76,2.75,2.89,0.68,0.66,18.73,2.0,23.46,1.74
2020,9,10,2.05,5.9,1.23,6.25,23.45,32.28,14.91,54.82,0.15,89.75,2.74,3.53,0.98,0.66,17.37,2.43,23.62,1.8
2020,9,11,2.03,5.69,0.75,6.3,24.61,32.4,18.43,47.4,0.29,89.65,2.78,2.63,0.33,0.63,13.97,1.54,25.06,1.26
2020,9,12,2.09,5.9,0.88,6.38,24.39,33.33,16.57,43.65,0.06,89.72,2.85,3.21,0.52,0.65,16.76,1.93,25.29,1.74
2020,9,13,2.21,6.65,0.93,6.7,23.25,33.17,16.34,42.27,0.0,89.82,2.93,2.94,1.1,0.73,16.83,2.0,23.91,1.71
2020,9,14,2.25,6.56,1.02,6.7,22.24,31.64,13.18,44.19,0.0,89.92,2.93,3.8,0.63,0.72,18.46,2.29,22.73,1.92
