YEAR,MO,DY,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,WS2M,CLRSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,CLRSKY_SFC_PAR_TOT,WS10M_MAX,WS10M_MIN,ALLSKY_KT,T2M_RANGE,WS10M,TS,WSC
2016,3,22,2.24,5.38,0.98,6.93,21.71,27.24,15.62,81.08,1.43,89.62,3.17,3.56,1.05,0.56,11.62,2.13,21.4,1.57
2016,3,23,1.97,4.69,0.66,6.76,21.64,26.96,18.36,83.72,13.27,89.5,3.09,2.33,0.34,0.49,8.6,1.39,21.16,1.04
2016,3,24,2.23,5.6,0.73,6.63,20.77,24.45,17.45,86.35,10.43,89.57,3.01,2.47,0.31,0.59,7.0,1.6,20.47,1.26
2016,3,25,1.91,4.48,0.91,6.5,20.56,24.72,17.64,91.06,12.46,89.63,2.99,3.39,1.28,0.48,7.08,2.11,20.52,1.78
2016,3,26,0.95,1.99,0.74,6.35,20.1,23.78,17.63,92.61,8.89,89.65,2.91,3.3,0.41,0.21,6.15,1.77,19.82,1.51
2016,3,27,2.44,6.3,0.61,6.69,20.82,25.61,17.27,87.65,1.12,89.71,3.07,2.03,0.68,0.68,8.34,1.41,20.44,1.1
2016,3,28,2.15,5.09,0.71,6.6,22.03,27.34,17.88,86.99,3.82,89.63,3.04,2.16,0.83,0.55,9.46,1.6,21.93,1.3
2016,3,29,2.05,5.34,0.48,6.42,21.63,25.73,18.85,87.98,10.15,89.76,2.92,1.57,0.35,0.58,6.88,0.94,21.34,0.73
2016,3,30,2.08,5.21,0.45,6.54,21.62,26.56,18.34,83.57,0.78,89.84,2.98,1.82,0.54,0.57,8.22,1.18,21.44,1.09
2016,3,31,2.22,5.52,0.51,6.56,21.21,26.09,16.88,82.3,0.27,89.87,3.0,1.7,0.17,0.61,9.21,1.02,20.5,0.89
2016,4,1,2.09,5.62,0.5,6.51,21.54,26.92,17.89,79.62,5.39,89.73,2.97,1.64,0.5,0.62,9.03,1.07,21.05,0.85
2016,4,2,2.26,6.1,0.53,6.43,21.78,27.64,16.32,76.53,0.98,89.59,2.9,1.75,0.4,0.68,11.32,1.12,21.55,0.9
2016,4,3,2.37,6.08,0.69,6.45,21.32,28.05,15.67,80.76,0.02,89.62,2.92,1.93,1.33,0.68,12.38,1.71,21.29,1.44
2016,4,4,2.37,6.17,0.9,6.42,21.21,27.89,16.72,82.12,0.07,89.84,2.92,2.76,1.39,0.69,11.17,1.96,21.0,1.66
2016,4,5,2.34,6.3,0.83,6.48,19.94,26.5,14.69,80.64,0.0,89.91,2.92,2.56,0.27,0.71,11.81,1.81,20.14,1.61
2016,4,6,2.25,6.1,0.68,6.46,20.38,26.29,14.9,75.48,0.01,89.67,2.9,2.49,0.72,0.69,11.39,1.4,19.87,1.1
2016,4,7,2.35,6.36,0.59,6.42,21.32,27.67,15.13,67.57,0.01,89.45,2.89,1.4,0.72,0.73,12.54,1.1,19.68,0.74
2016,4,8,2.3,6.37,0.62,6.41,20.72,27.83,15.95,70.51,0.01,89.4,2.89,2.17,0.58,0.73,11.88,1.4,19.55,1.15
2016,4,9,2.31,6.21,0.63,6.31,21.16,28.48,15.07,70.19,0.01,89.49,2.84,2.31,0.24,0.72,13.41,1.34,20.1,1.02
2016,4,10,2.23,5.85,0.66,6.19,20.84,28.35,14.29,80.35,0.02,89.5,2.83,2.17,0.38,0.68,14.06,1.58,20.84,1.42
2016,4,11,2.05,5.47,0.78,6.07,20.99,27.26,15.99,82.28,0.01,89.62,2.77,2.41,0.85,0.64,11.27,1.69,21.13,1.46
2016,4,12,2.12,5.63,0.67,6.1,20.89,27.56,15.83,81.76,0.0,89.74,2.79,2.39,0.3,0.66,11.73,1.54,21.14,1.46
2016,4,13,2.15,5.78,0.86,6.17,20.59,26.54,14.99,78.87,0.0,89.76,2.78,2.89,0.61,0.69,11.55,1.87,20.52,1.56
2016,4,14,1.87,5.08,0.83,6.13,21.27,26.74,16.0,76.79,0.0,89.75,2.78,2.76,0.49,0.61,10.74,1.72,20.79,1.35
2016,4,15,2.01,5.64,0.84,6.05,20.52,27.21,15.76,76.36,0.0,89.74,2.76,2.41,1.44,0.68,11.45,1.95,20.17,1.63
2016,4,16,1.99,5.86,0.79,6.15,20.14,27.2,13.63,76.56,0.0,89.81,2.75,2.48,0.85,0.71,13.57,1.79,19.82,1.6
2016,4,17,2.03,6.08,0.94,6.13,20.4,27.41,14.69,79.68,0.01,89.92,2.74,2.61,1.5,0.74,12.72,2.07,20.26,1.81
2016,4,18,2.02,5.73,0.98,6.02,20.64,27.43,15.96,82.52,0.0,89.9,2.74,2.96,1.65,0.7,11.47,2.21,20.75,1.99
2016,4,19,1.83,5.12,0.78,6.0,20.51,26.39,15.34,83.47,0.01,89.81,2.71,2.66,0.97,0.63,11.05,1.78,20.66,1.53
2016,4,20,1.97,5.65,0.7,5.88,20.79,26.69,15.63,74.68,0.0,89.69,2.68,2.36,0.77,0.7,11.06,1.61,20.55,1.43
2016,4,21,1.85,5.3,0.95,5.9,20.35,25.58,14.96,81.5,0.0,89.66,2.68,3.15,0.66,0.66,10.62,2.08,19.8,1.65
2016,4,22,1.84,5.42,0.63,5.79,21.11,27.19,16.74,75.57,0.0,89.68,2.63,2.38,0.71,0.68,10.45,1.31,20.22,1.11
2016,4,23,1.83,5.37,0.79,5.67,20.59,26.36,14.82,77.41,0.0,89.58,2.59,2.86,0.71,0.68,11.54,1.7,19.93,1.38
2016,4,24,1.91,5.66,0.7,5.74,20.4,26.47,14.22,73.62,0.0,89.44,2.63,2.62,0.22,0.72,12.25,1.59,19.77,1.27
2016,4,25,1.84,5.29,1.15,5.69,19.34,25.97,13.62,76.44,0.0,89.23,2.6,4.77,1.27,0.68,12.35,2.7,18.93,2.16
2016,4,26,1.35,2.97,1.18,5.48,19.74,24.52,16.33,82.79,1.67,89.14,2.51,5.16,1.46,0.38,8.19,2.85,19.6,2.45
2016,4,27,0.59,1.28,1.12,5.33,18.05,21.46,14.95,93.0,3.05,89.36,2.44,4.9,1.28,0.17,6.51,2.54,17.97,2.1
2016,4,28,1.22,3.38,0.73,5.2,17.1,23.22,13.24,86.59,0.83,89.61,2.29,2.43,0.65,0.44,9.98,1.61,17.46,1.31
2016,4,29,0.87,1.93,0.84,5.1,14.75,18.16,12.05,92.27,9.89,89.61,2.3,2.73,0.31,0.25,6.11,1.71,14.86,1.23
2016,4,30,1.4,3.79,0.92,5.49,16.08,22.13,11.21,83.33,0.97,89.44,2.45,3.62,0.93,0.5,10.92,1.95,16.04,1.5
2016,5,1,1.87,5.72,0.9,5.82,13.4,20.79,7.92,80.49,0.01,89.72,2.53,2.59,1.61,0.76,12.87,2.16,13.69,1.87
2016,5,2,1.82,5.79,0.81,5.8,13.28,21.76,6.0,74.8,0.01,89.88,2.53,2.6,0.39,0.77,15.76,1.81,13.17,1.49
2016,5,3,1.69,5.45,1.0,5.53,15.89,23.29,9.22,77.83,0.0,89.8,2.47,2.56,0.43,0.73,14.07,2.03,15.23,1.53
2016,5,4,1.45,4.47,1.0,5.28,16.33,23.39,9.86,80.0,0.0,89.72,2.37,3.58,1.18,0.6,13.53,2.23,15.82,1.68
2016,5,5,1.37,4.31,0.81,5.11,16.78,23.69,11.74,79.91,0.0,89.79,2.27,2.55,0.76,0.58,11.95,1.85,16.59,1.58
2016,5,6,1.09,3.15,1.0,4.96,17.37,23.8,11.77,81.83,0.0,89.81,2.17,3.41,0.13,0.43,12.03,2.12,16.98,1.67
2016,5,7,1.21,3.18,0.9,4.96,17.82,24.06,12.13,82.65,0.11,89.74,2.23,2.9,1.1,0.44,11.93,1.96,17.54,1.45
2016,5,8,1.41,3.92,0.71,4.93,18.99,25.02,14.17,80.54,0.02,89.68,2.21,2.17,0.41,0.54,10.85,1.47,18.48,1.07
2016,5,9,1.31,3.55,0.81,4.8,19.2,25.49,14.73,81.23,0.01,89.68,2.15,2.57,0.93,0.49,10.76,1.81,18.76,1.5
2016,5,10,1.3,3.28,1.22,5.0,18.74,25.09,13.81,79.69,0.11,89.62,2.27,5.32,1.25,0.46,11.28,2.76,18.31,2.17
2016,5,11,1.34,3.63,0.76,4.93,18.37,23.28,14.49,83.18,0.09,89.66,2.24,2.38,0.74,0.51,8.79,1.62,18.3,1.23
2016,5,12,1.08,3.13,0.84,4.82,18.13,23.75,14.59,85.14,0.06,89.73,2.16,3.38,0.46,0.44,9.16,1.92,18.26,1.61
2016,5,13,0.96,3.21,0.9,4.49,16.86,22.39,13.29,84.1,0.1,89.87,1.96,3.18,0.65,0.46,9.1,1.99,17.19,1.64
2016,5,14,1.0,3.3,1.04,4.52,16.09,21.27,12.8,84.32,0.04,89.97,1.98,3.03,0.65,0.47,8.47,2.1,16.39,1.67
2016,5,15,1.08,3.24,1.21,5.03,16.69,23.29,11.65,84.08,0.05,89.81,2.24,3.77,1.84,0.46,11.64,2.68,16.78,2.07
2016,5,16,1.06,2.99,1.57,4.88,18.73,25.12,12.56,82.99,0.22,89.55,2.21,6.15,1.92,0.43,12.56,3.62,18.75,2.98
2016,5,17,0.85,2.38,1.45,4.77,19.45,24.71,16.48,87.39,0.7,89.43,2.16,5.78,1.07,0.34,8.23,3.09,19.4,2.4
2016,5,18,0.8,2.0,0.91,4.48,18.08,23.96,14.82,87.01,4.59,89.6,1.99,3.63,0.82,0.29,9.14,1.81,18.0,1.32
2016,5,19,0.73,1.86,0.71,4.54,17.5,22.82,13.86,88.85,3.38,89.82,2.04,2.68,0.57,0.27,8.96,1.58,17.71,1.32
2016,5,20,0.91,2.91,0.95,4.56,17.86,24.91,12.87,84.29,2.68,90.01,2.05,2.69,1.4,0.43,12.04,2.04,17.96,1.69
2016,5,21,0.69,1.66,1.08,4.51,18.01,23.5,14.43,86.67,3.77,89.9,2.03,4.35,1.0,0.25,9.07,2.32,17.64,1.7
2016,5,22,1.32,4.38,0.95,4.63,18.81,25.4,13.45,80.29,0.45,89.76,2.09,3.71,0.76,0.65,11.95,2.1,17.88,1.55
2016,5,23,0.89,2.43,1.46,4.68,16.86,23.67,10.92,86.59,0.37,89.82,2.11,5.56,1.48,0.36,12.75,3.11,16.91,2.22
2016,5,24,1.3,4.55,1.36,4.96,13.02,20.59,6.02,77.45,0.0,90.21,2.16,4.1,1.47,0.68,14.57,2.94,13.52,2.09
2016,5,25,1.28,4.23,1.25,4.73,15.35,21.54,10.92,80.66,0.02,90.13,2.1,3.74,1.01,0.64,10.62,2.64,15.7,2.05
2016,5,26,0.95,2.79,0.99,4.47,15.94,21.83,11.13,82.35,0.01,89.87,1.98,2.94,0.89,0.42,10.7,2.0,15.75,1.47
2016,5,27,1.23,3.73,0.68,4.61,16.17,22.6,11.8,83.52,0.0,89.83,2.06,2.41,0.18,0.57,10.8,1.51,16.22,1.26
2016,5,28,1.23,3.93,0.93,4.56,16.14,22.74,11.14,83.26,0.0,90.0,2.06,2.5,1.11,0.6,11.6,1.93,16.43,1.7
2016,5,29,1.17,3.4,1.0,4.56,16.34,22.98,11.66,81.51,0.0,89.81,2.03,2.83,1.11,0.52,11.32,2.1,16.21,1.64
2016,5,30,0.98,2.87,0.89,4.62,17.31,23.29,12.95,77.42,12.79,89.57,2.09,3.66,0.6,0.44,10.34,1.72,15.78,1.17
2016,5,31,1.01,2.73,1.06,4.54,17.36,23.17,12.37,82.26,0.88,89.49,2.06,3.98,1.09,0.42,10.8,2.17,16.45,1.53
2016,6,1,0.99,2.92,1.09,4.43,17.88,22.89,14.34,89.81,13.6,89.36,2.01,5.11,1.35,0.45,8.55,2.43,17.54,1.94
2016,6,2,0.96,2.73,1.31,4.48,17.55,21.14,16.07,91.37,4.27,89.25,2.04,4.16,1.33,0.42,5.07,2.85,17.41,2.24
2016,6,3,0.66,1.86,1.2,4.21,17.19,20.92,15.01,91.81,14.18,89.26,1.88,4.77,1.26,0.29,5.91,2.78,17.14,2.3
2016,6,4,0.74,2.03,0.78,4.26,16.45,19.38,14.88,94.27,19.38,89.37,1.91,3.63,0.34,0.32,4.5,1.67,16.11,1.32
2016,6,5,0.55,1.59,1.07,4.05,18.13,23.14,14.95,94.5,12.27,89.33,1.81,5.3,1.55,0.25,8.19,2.57,17.95,2.19
2016,6,6,0.81,2.39,1.38,4.34,19.5,24.83,16.39,92.44,8.54,89.33,1.98,6.25,1.66,0.37,8.44,3.11,19.36,2.76
2016,6,7,0.56,1.34,1.1,4.29,17.05,19.17,14.19,92.91,10.24,89.44,1.95,3.26,1.08,0.21,4.98,2.18,17.02,1.74
2016,6,8,1.16,4.04,0.59,4.44,14.83,18.13,11.91,87.52,1.63,89.65,1.98,2.03,0.66,0.64,6.22,1.2,14.52,0.92
2016,6,9,1.17,4.1,0.76,4.67,12.15,18.72,7.55,81.58,0.02,89.81,1.98,2.19,1.13,0.65,11.17,1.74,12.23,1.4
2016,6,10,1.06,3.46,1.12,4.42,12.23,19.87,7.34,84.52,0.0,89.77,1.9,4.2,1.51,0.55,12.53,2.44,12.16,1.92
2016,6,11,1.22,4.44,0.91,4.69,10.87,17.66,6.06,74.9,0.01,89.9,2.0,2.42,0.61,0.7,11.6,1.9,10.41,1.37
2016,6,12,1.11,4.63,0.79,4.68,9.08,17.04,4.09,79.13,0.05,90.11,1.98,2.46,0.51,0.73,12.95,1.9,8.89,1.56
2016,6,13,1.12,4.76,1.37,4.78,8.32,16.95,2.61,78.15,0.0,90.38,2.03,3.38,2.24,0.75,14.34,2.93,8.52,2.32
2016,6,14,1.11,4.61,1.25,4.66,10.32,18.28,4.65,78.34,0.0,90.42,2.0,3.68,0.92,0.73,13.63,2.58,9.97,1.93
2016,6,15,1.14,4.52,0.82,4.54,12.45,20.1,5.06,79.15,0.0,90.29,2.0,2.37,0.67,0.72,15.04,1.74,11.31,1.35
2016,6,16,1.21,4.54,0.77,4.58,14.04,21.54,7.77,79.0,0.02,90.12,2.04,2.24,0.61,0.72,13.77,1.52,12.67,1.06
2016,6,17,1.15,4.47,0.82,4.58,14.26,21.9,7.33,75.44,0.0,89.95,2.04,2.31,0.59,0.71,14.57,1.77,12.74,1.31
2016,6,18,1.22,4.56,0.57,4.59,15.85,22.65,10.86,65.22,0.0,89.97,2.03,2.19,0.33,0.73,11.79,1.07,12.85,0.72
2016,6,19,1.07,4.21,0.96,4.51,14.57,22.01,8.54,75.5,0.0,90.0,1.99,2.44,0.79,0.67,13.47,1.93,13.05,1.43
2016,6,20,0.95,3.57,0.97,4.4,14.06,21.86,8.46,77.76,0.03,89.97,1.95,2.83,1.31,0.57,13.4,2.11,13.11,1.69
2016,6,21,0.76,2.57,1.06,4.11,14.4,20.72,9.83,85.05,0.27,90.1,1.81,3.35,0.16,0.41,10.89,2.2,14.73,1.73
2016,6,22,0.83,3.17,1.28,4.23,14.68,20.4,10.49,85.59,0.05,90.01,1.88,4.3,1.86,0.51,9.91,2.85,14.8,2.34
2016,6,23,0.84,3.31,0.91,4.3,15.7,21.38,11.39,83.29,0.16,89.9,1.91,3.41,0.64,0.53,9.99,1.94,15.1,1.5
2016,6,24,0.9,3.89,0.77,4.23,14.99,21.79,10.65,83.73,0.2,90.06,1.84,2.86,0.39,0.62,11.14,1.81,15.28,1.59
2016,6,25,1.06,4.3,1.13,4.51,14.25,20.8,10.2,84.35,0.27,90.28,2.0,3.08,1.64,0.68,10.6,2.35,14.53,1.91
2016,6,26,1.14,4.15,1.26,4.66,13.03,19.48,9.01,81.17,0.03,90.35,2.03,3.45,1.82,0.66,10.47,2.68,13.15,2.21
2016,6,27,1.16,4.56,1.05,4.66,13.13,20.07,8.2,80.52,0.0,90.38,2.04,2.98,1.35,0.72,11.87,2.3,12.98,1.99
2016,6,28,1.05,3.76,1.11,4.52,14.44,21.13,9.19,81.07,0.0,90.28,1.98,2.94,1.57,0.6,11.94,2.36,14.3,1.93
2016,6,29,1.01,3.43,0.9,4.55,15.43,22.11,10.63,77.9,0.0,90.2,2.03,2.93,0.88,0.54,11.48,1.95,15.06,1.61
2016,6,30,0.9,2.97,0.92,4.35,15.36,21.91,9.36,83.95,0.01,90.23,1.91,2.68,1.0,0.47,12.55,1.99,15.34,1.75
2016,7,1,0.93,3.23,0.97,4.38,16.48,22.57,12.05,84.38,0.04,90.23,1.95,2.7,1.18,0.51,10.52,2.08,16.61,1.79
2016,7,2,1.14,4.33,1.01,4.54,16.42,22.71,11.25,77.32,0.01,90.27,2.03,2.93,0.73,0.68,11.46,2.12,16.1,1.75
2016,7,3,1.16,4.4,0.92,4.56,16.37,23.64,10.93,80.42,0.03,90.25,2.04,2.59,1.22,0.69,12.71,2.0,16.43,1.77
2016,7,4,1.26,4.56,0.85,4.65,15.85,23.0,9.58,71.92,0.02,90.2,2.06,2.61,0.38,0.72,13.42,1.73,14.92,1.4
2016,7,5,1.19,4.28,0.89,4.57,15.9,22.37,9.72,80.12,0.04,90.06,2.04,2.78,0.92,0.67,12.65,1.99,15.49,1.63
2016,7,6,1.22,4.32,1.26,4.6,15.78,22.65,10.62,78.11,0.0,89.82,2.07,5.06,2.23,0.68,12.03,3.08,15.81,2.67
2016,7,7,1.16,4.25,1.3,4.6,15.18,22.72,9.22,81.29,0.0,89.76,2.01,4.93,1.25,0.66,13.5,2.7,14.52,2.0
2016,7,8,1.23,4.77,0.76,4.84,12.3,21.01,5.99,74.6,0.0,90.04,2.07,2.68,0.31,0.74,15.02,1.86,12.48,1.69
2016,7,9,1.22,4.65,1.1,4.71,14.07,22.42,5.97,73.07,0.0,89.96,2.05,3.12,0.32,0.72,16.45,2.17,13.0,1.66
2016,7,10,1.17,4.61,1.06,4.65,17.24,24.21,10.14,67.2,0.0,89.77,2.05,3.92,0.71,0.71,14.07,1.97,14.96,1.32
2016,7,11,1.18,4.62,1.09,4.7,17.98,25.36,11.9,68.25,0.0,89.68,2.09,3.52,1.57,0.71,13.46,2.21,16.21,1.56
2016,7,12,1.23,4.76,0.85,4.76,18.79,25.67,12.5,62.74,0.0,89.65,2.11,3.08,0.58,0.73,13.17,1.61,16.2,1.09
2016,7,13,1.28,4.54,0.77,4.75,19.29,26.03,13.06,57.54,0.0,89.74,2.1,2.31,0.75,0.7,12.97,1.41,16.66,0.97
2016,7,14,1.27,4.59,1.11,4.74,17.02,24.76,9.99,65.14,0.0,89.65,2.09,3.66,1.65,0.7,14.77,2.41,15.8,1.89
2016,7,15,1.2,4.7,1.25,4.77,17.6,25.02,11.29,59.48,0.0,89.5,2.1,4.63,1.61,0.72,13.73,2.42,15.47,1.69
2016,7,16,1.08,3.65,1.94,4.71,17.46,25.72,10.03,68.6,0.01,89.31,2.1,8.04,2.01,0.55,15.69,4.18,16.96,3.29
2016,7,17,1.27,4.89,1.18,5.02,13.59,20.4,7.94,72.98,0.06,89.55,2.18,4.02,1.46,0.74,12.46,2.44,13.4,1.87
2016,7,18,1.21,4.95,0.93,5.07,10.96,20.94,3.77,71.34,0.0,89.79,2.18,2.87,0.06,0.74,17.17,2.09,10.92,1.69
2016,7,19,0.96,3.58,1.19,4.74,12.47,21.73,5.09,71.36,0.0,89.85,2.04,3.29,1.5,0.54,16.64,2.37,12.14,1.71
2016,7,20,1.03,3.99,1.0,4.63,13.96,22.3,7.64,73.66,0.0,89.77,2.02,3.7,0.47,0.6,14.66,2.12,13.51,1.62
2016,7,21,0.98,2.93,0.97,4.76,13.59,21.14,8.6,81.07,0.0,89.79,2.09,3.73,0.09,0.44,12.54,2.12,14.04,1.78
2016,7,22,1.13,4.06,1.04,4.85,13.83,21.88,9.21,78.56,0.01,89.88,2.1,3.37,0.18,0.6,12.67,2.11,14.32,1.6
2016,7,23,1.13,4.08,0.94,4.82,15.36,23.32,9.59,75.64,0.01,89.97,2.1,2.98,0.7,0.6,13.73,1.99,15.13,1.5
2016,7,24,1.32,4.81,0.97,4.89,16.76,24.6,10.41,72.89,0.03,90.01,2.15,2.81,1.21,0.7,14.19,2.03,16.01,1.52
2016,7,25,1.3,4.92,0.88,5.0,16.82,25.53,10.2,69.94,0.01,89.93,2.2,3.21,0.56,0.72,15.33,1.93,16.51,1.66
2016,7,26,1.32,4.97,1.17,5.11,16.18,24.08,10.88,73.38,0.0,89.83,2.24,3.35,2.08,0.72,13.2,2.66,16.09,2.09
2016,7,27,1.39,4.81,1.21,5.03,17.16,26.27,9.93,70.44,0.03,89.74,2.25,4.64,1.94,0.69,16.34,2.8,16.94,2.25
2016,7,28,1.31,4.51,1.18,4.92,15.68,24.17,9.76,75.31,0.12,89.91,2.18,3.47,0.89,0.65,14.41,2.45,16.26,1.74
2016,7,29,1.03,3.21,1.02,4.63,15.51,22.08,11.1,78.91,0.0,90.04,2.03,3.22,0.3,0.46,10.98,2.1,16.04,1.62
2016,7,30,1.26,4.4,1.11,4.89,16.01,23.53,11.12,76.39,0.0,90.11,2.16,2.98,1.52,0.63,12.41,2.27,16.52,1.87
2016,7,31,1.37,4.6,1.08,5.1,16.2,24.18,10.98,75.48,0.0,90.04,2.25,3.54,1.42,0.65,13.2,2.27,16.53,1.96
2016,8,1,1.41,4.73,1.14,5.16,15.99,22.99,10.23,72.34,0.0,89.93,2.27,3.52,1.18,0.67,12.76,2.31,15.49,1.69
2016,8,2,1.53,4.98,0.95,5.13,17.0,24.88,11.56,69.73,0.01,90.0,2.27,3.45,0.72,0.7,13.32,1.9,16.42,1.43
2016,8,3,1.31,4.39,1.08,5.04,16.56,23.82,11.41,76.44,0.05,90.07,2.25,3.64,0.18,0.61,12.41,2.23,17.14,1.83
2016,8,4,1.25,4.35,0.95,4.92,16.7,23.54,11.45,74.67,0.02,90.04,2.17,3.15,0.58,0.6,12.09,1.95,17.22,1.67
2016,8,5,1.27,4.47,0.8,5.17,17.44,24.87,11.01,68.83,0.0,89.96,2.28,2.82,0.76,0.62,13.86,1.68,17.14,1.29
2016,8,6,1.43,5.04,1.12,5.28,17.39,25.6,9.81,67.28,0.0,89.87,2.34,3.49,1.41,0.69,15.79,2.41,16.92,1.86
2016,8,7,1.5,4.81,1.12,5.23,18.73,27.09,10.46,61.31,0.01,89.73,2.3,4.17,0.49,0.66,16.63,2.36,17.7,1.71
2016,8,8,1.27,4.45,1.18,4.88,19.23,27.7,12.34,64.06,0.01,89.7,2.14,3.95,1.35,0.6,15.36,2.34,18.36,1.63
2016,8,9,1.41,4.53,1.34,5.17,19.2,27.96,11.34,57.2,0.01,89.69,2.29,5.06,1.44,0.61,16.62,2.62,17.89,1.81
2016,8,10,0.57,1.37,1.13,4.96,16.63,23.54,11.31,80.61,0.5,89.71,2.2,3.94,1.54,0.18,12.23,2.38,17.03,1.81
2016,8,11,1.42,4.88,1.25,5.74,12.8,21.62,6.15,68.01,0.0,89.77,2.49,3.61,2.01,0.65,15.47,2.66,13.53,2.03
2016,8,12,1.56,5.79,1.02,5.83,13.36,23.86,6.73,68.68,0.02,89.83,2.54,3.01,1.15,0.77,17.13,2.25,14.16,1.75
2016,8,13,1.59,5.73,1.08,5.79,15.8,25.11,7.53,59.95,0.0,89.68,2.49,2.94,0.39,0.75,17.58,2.05,14.94,1.44
2016,8,14,1.55,5.7,1.33,5.75,18.3,27.56,8.51,51.17,0.0,89.55,2.49,4.55,1.34,0.75,19.05,2.6,16.55,1.79
2016,8,15,1.51,4.81,1.36,5.57,20.4,29.46,12.82,53.05,4.49,89.39,2.46,4.7,1.68,0.63,16.64,2.85,19.54,2.24
2016,8,16,1.16,3.1,1.15,5.17,19.24,26.24,12.82,72.88,0.44,89.43,2.27,4.32,0.36,0.4,13.42,2.36,18.95,1.72
2016,8,17,1.68,5.4,1.34,5.56,20.28,28.25,13.65,64.57,0.0,89.53,2.44,5.57,1.46,0.69,14.6,2.87,19.81,2.14
2016,8,18,1.64,4.97,0.93,5.35,21.13,29.53,15.2,59.48,0.06,89.71,2.36,4.47,0.34,0.63,14.33,1.88,20.57,1.35
2016,8,19,1.71,5.28,1.41,5.45,20.74,29.33,14.49,68.06,0.06,89.69,2.42,4.37,1.82,0.67,14.84,2.99,21.08,2.36
2016,8,20,0.54,1.3,1.64,5.19,19.62,26.22,14.61,74.2,9.31,89.47,2.32,5.59,2.32,0.16,11.61,3.58,19.76,3.06
2016,8,21,0.46,1.01,1.79,4.91,16.48,20.25,9.28,90.33,13.02,89.45,2.18,6.89,1.53,0.13,10.97,3.73,16.45,2.77
2016,8,22,1.62,4.52,1.62,6.1,11.54,18.78,6.95,75.38,0.48,89.95,2.68,4.51,2.64,0.56,11.83,3.35,12.34,2.33
2016,8,23,1.56,5.25,1.11,5.85,14.7,23.84,7.93,74.23,0.01,89.98,2.54,3.67,0.94,0.65,15.91,2.28,15.38,1.74
2016,8,24,1.73,5.66,1.15,6.0,16.02,25.62,9.91,70.87,0.0,90.04,2.62,3.37,0.68,0.7,15.71,2.25,16.68,1.73
2016,8,25,1.81,6.11,0.84,6.14,16.18,26.47,8.31,67.41,0.02,89.98,2.69,2.63,0.51,0.75,18.16,1.88,16.65,1.57
2016,8,26,1.65,6.09,0.75,6.23,16.48,27.04,7.56,61.88,0.0,89.82,2.71,2.76,0.13,0.74,19.48,1.74,16.73,1.58
2016,8,27,2.03,6.36,1.07,6.36,17.74,26.95,8.38,57.62,0.0,89.79,2.75,3.15,0.99,0.77,18.57,2.19,16.84,1.73
2016,8,28,1.72,5.94,1.13,6.23,19.24,27.96,9.49,58.53,0.0,89.72,2.74,3.52,0.56,0.72,18.47,2.33,18.54,1.69
2016,8,29,1.87,6.13,0.78,6.19,21.49,29.56,12.62,48.82,0.0,89.72,2.76,2.26,0.24,0.73,16.94,1.45,19.81,0.95
2016,8,30,1.85,5.59,1.08,6.13,20.47,28.97,11.55,58.54,0.02,89.66,2.73,3.53,0.69,0.67,17.42,2.3,20.25,1.8
2016,8,31,0.72,1.76,1.46,5.76,20.18,26.1,15.31,66.06,5.22,89.61,2.6,5.61,0.26,0.21,10.79,3.06,19.99,2.38
2016,9,1,1.01,3.57,0.88,5.18,19.76,26.83,13.8,74.74,3.24,89.83,2.2,3.42,0.43,0.42,13.03,1.8,19.99,1.34
2016,9,2,1.54,5.06,1.17,5.84,19.9,27.73,13.86,73.1,0.2,89.99,2.59,3.35,1.31,0.59,13.87,2.35,20.61,1.88
2016,9,3,1.57,4.55,1.39,6.06,18.49,25.88,13.26,71.2,0.0,89.97,2.74,3.53,2.23,0.53,12.62,2.78,18.79,2.29
2016,9,4,1.42,3.99,1.21,6.25,18.88,26.45,12.76,74.61,0.0,89.92,2.82,3.83,1.37,0.46,13.69,2.57,19.32,2.0
2016,9,5,1.75,4.82,0.85,6.2,19.68,27.5,13.14,69.6,0.17,89.89,2.8,2.76,0.3,0.55,14.36,1.84,20.45,1.57
2016,9,6,0.73,1.54,1.3,6.04,18.68,26.31,14.33,70.82,0.0,89.82,2.72,5.01,0.94,0.18,11.98,2.75,18.88,2.1
2016,9,7,1.65,4.57,1.32,6.06,19.94,27.45,14.36,67.39,0.6,89.75,2.71,5.29,1.23,0.52,13.09,2.68,19.73,1.91
2016,9,8,2.03,6.0,1.0,6.6,18.81,28.38,11.98,69.37,0.08,89.71,2.85,3.83,0.4,0.68,16.4,2.18,19.46,1.7
2016,9,9,1.84,5.66,1.13,6.25,19.32,29.06,11.85,68.66,0.02,89.89,2.74,3.81,0.59,0.64,17.21,2.29,20.22,1.76
2016,9,10,1.97,5.98,1.14,6.48,20.12,28.93,12.24,66.4,0.01,90.1,2.88,3.47,0.53,0.67,16.69,2.22,21.15,1.77
2016,9,11,2.15,6.02,1.04,6.5,21.08,29.33,13.57,62.25,0.0,89.89,2.92,3.13,1.05,0.67,15.76,2.16,22.1,1.69
