Date,Coffee_Price,Coffee_Return
2017-04-25,129.89999389648438,0.0031
2017-04-26,128.14999389648438,-0.0135
2017-04-27,127.0999984741211,-0.0082
2017-04-28,131.0500030517578,0.0311
2017-04-30,131.0500030517578,0.0
2017-05-01,133.60000610351562,0.0195
2017-05-02,134.0,0.003
2017-05-03,135.0,0.0075
2017-05-04,132.6999969482422,-0.017
2017-05-05,133.10000610351562,0.003
2017-05-07,133.10000610351562,0.0
2017-05-08,134.5500030517578,0.0109
2017-05-09,132.8000030517578,-0.013
2017-05-10,134.3000030517578,0.0113
2017-05-11,131.89999389648438,-0.0179
2017-05-12,132.60000610351562,0.0053
2017-05-14,132.60000610351562,0.0
2017-05-15,131.25,-0.0102
2017-05-16,129.25,-0.0152
2017-05-17,132.1999969482422,0.0228
2017-05-18,127.4000015258789,-0.0363
2017-05-19,132.10000610351562,0.0369
2017-05-21,132.10000610351562,0.0
2017-05-22,130.60000610351562,-0.0114
2017-05-23,130.25,-0.0027
2017-05-24,128.5500030517578,-0.0131
2017-05-25,129.3000030517578,0.0058
2017-05-26,131.1999969482422,0.0147
2017-05-28,131.1999969482422,0.0
2017-05-29,131.1999969482422,0.0
2017-05-30,132.10000610351562,0.0069
2017-05-31,129.35000610351562,-0.0208
2017-06-01,127.6999969482422,-0.0128
2017-06-02,125.5500030517578,-0.0168
2017-06-04,125.5500030517578,0.0
2017-06-05,128.4499969482422,0.0231
2017-06-06,125.5500030517578,-0.0226
2017-06-07,125.75,0.0016
2017-06-08,126.3499984741211,0.0048
2017-06-09,126.5500030517578,0.0016
2017-06-11,126.5500030517578,0.0
2017-06-12,127.5999984741211,0.0083
2017-06-13,126.4000015258789,-0.0094
2017-06-14,125.5500030517578,-0.0067
2017-06-15,125.8000030517578,0.002
2017-06-16,123.5500030517578,-0.0179
2017-06-18,123.5500030517578,0.0
2017-06-19,124.1999969482422,0.0053
2017-06-20,121.9499969482422,-0.0181
2017-06-21,119.3499984741211,-0.0213
